"","number","area","year","species","type","InpN","lenbin","obs_value","label","pred_value","nll","pearson"
"2350",1,1,74,"Norwegian_ssh",0,961,5,1e-05,"catch",1.139e-11,-0.131516,2.96304087982239
"2351",1,1,75,"Norwegian_ssh",0,959,1,1e-05,"catch",0.768743,0.107887,-0.876768498595885
"2352",1,1,75,"Norwegian_ssh",0,959,2,0.0145985401459854,"catch",0.221192,38.0536,-0.439270320708534
"2353",1,1,75,"Norwegian_ssh",0,959,3,0.869655891553702,"catch",0.0100643,-3718.89,8.56841260971836
"2354",1,1,75,"Norwegian_ssh",0,959,4,0.115745568300313,"catch",1.19498e-10,-2296.74,10588.2467307912
"2355",1,1,75,"Norwegian_ssh",0,959,5,1e-05,"catch",1.19498e-10,-0.108701,0.914775431126656
"2356",1,1,76,"Norwegian_ssh",0,946,1,1e-05,"catch",0.806603,0.106879,-0.898099660463123
"2357",1,1,76,"Norwegian_ssh",0,946,2,0.00634249471458774,"catch",0.181794,20.1336,-0.411497618239267
"2358",1,1,76,"Norwegian_ssh",0,946,3,0.915433403805497,"catch",0.0116033,-3782.79,8.39065842508077
"2359",1,1,76,"Norwegian_ssh",0,946,4,0.0782241014799154,"catch",1.56943e-09,-1311.6,1974.55665667846
"2360",1,1,76,"Norwegian_ssh",0,946,5,1e-05,"catch",1.56943e-09,-0.0828661,0.252383442710404
"2361",1,1,77,"Norwegian_ssh",0,967,1,1e-05,"catch",0.99369,0.111269,-0.996829975522724
"2362",1,1,77,"Norwegian_ssh",0,967,2,0.00206825232678387,"catch",0.00631036,2.23098,-0.0534016430571402
"2363",1,1,77,"Norwegian_ssh",0,967,3,0.89865563598759,"catch",1.32848e-10,-19669.8,77967.8919196963
"2364",1,1,77,"Norwegian_ssh",0,967,4,0.0992761116856256,"catch",1.30555e-10,-1963.14,8688.56398708067
"2365",1,1,77,"Norwegian_ssh",0,967,5,1e-05,"catch",1.30555e-10,-0.108752,0.875180385032895
"2366",1,1,78,"Norwegian_ssh",0,953,1,1e-05,"catch",0.992362,0.109645,-0.996163641226064
"2367",1,1,78,"Norwegian_ssh",0,953,2,1e-05,"catch",0.00763801,0.0632631,-0.0872812871835391
"2368",1,1,78,"Norwegian_ssh",0,953,3,0.747114375655824,"catch",5.08721e-11,-16668,104748.366753775
"2369",1,1,78,"Norwegian_ssh",0,953,4,0.252885624344176,"catch",1.47899e-12,-6233.43,207941.667908531
"2370",1,1,78,"Norwegian_ssh",0,953,5,1e-05,"catch",1.47899e-12,-0.149876,8.22275436552196
"2371",1,1,79,"Norwegian_ssh",0,976,1,1e-05,"catch",0.992088,0.112289,-0.996026104126191
"2372",1,1,79,"Norwegian_ssh",0,976,2,1e-05,"catch",0.00791154,0.0651333,-0.0888344113492299
"2373",1,1,79,"Norwegian_ssh",0,976,3,0.658811475409836,"catch",2.56965e-11,-15411,129964.328784777
"2374",1,1,79,"Norwegian_ssh",0,976,4,0.341188524590164,"catch",1.19781e-11,-8016.18,98582.6409949416
"2375",1,1,79,"Norwegian_ssh",0,976,5,1e-05,"catch",1.19781e-11,-0.133078,2.8893856566116
"2376",1,1,80,"Norwegian_ssh",0,962,1,1e-05,"catch",0.989775,0.110655,-0.99486431240699
"2377",1,1,80,"Norwegian_ssh",0,962,2,1e-05,"catch",0.0102255,0.0666671,-0.101022323174004
"2378",1,1,80,"Norwegian_ssh",0,962,3,0.674636174636175,"catch",1.02792e-09,-13176.1,21042.1429203406
"2379",1,1,80,"Norwegian_ssh",0,962,4,0.325363825363825,"catch",6.01924e-13,-8455.96,419371.038968936
"2380",1,1,80,"Norwegian_ssh",0,962,5,1e-05,"catch",6.01924e-13,-0.159939,12.8892944154999
"2381",1,1,15,"Redfish",0,767,1,0.00391134289439374,"catch",0.229924,12.2216,-0.471346848789527
"2382",1,1,15,"Redfish",0,767,2,0.688396349413299,"catch",0.374933,-320.822,0.511929240472599
"2383",1,1,15,"Redfish",0,767,3,0.298565840938722,"catch",0.395132,64.1724,-0.153622156124081
"2384",1,1,15,"Redfish",0,767,4,0.0091264667535854,"catch",1.13609e-05,-46.8213,2.70430298732611
"2385",1,1,15,"Redfish",0,767,5,1e-05,"catch",1.64195e-09,-0.0668399,0.246745204643363
"2386",1,1,16,"Redfish",0,944,1,0.00317796610169492,"catch",0.719036,16.265,-0.844212125974319
"2387",1,1,16,"Redfish",0,944,2,0.745762711864407,"catch",0.248805,-772.808,0.996299431672588
"2388",1,1,16,"Redfish",0,944,3,0.246822033898305,"catch",0.0321594,-474.845,1.19702297220019
"2389",1,1,16,"Redfish",0,944,4,0.00423728813559322,"catch",1.60993e-07,-40.7123,10.560099235009
"2390",1,1,16,"Redfish",0,944,5,1e-05,"catch",2.33418e-11,-0.122416,2.06981635604998
"2391",1,1,17,"Redfish",0,952,1,0.00630252100840336,"catch",0.286602,22.9029,-0.52357955800951
"2392",1,1,17,"Redfish",0,952,2,0.773109243697479,"catch",0.502984,-316.379,0.380879928155637
"2393",1,1,17,"Redfish",0,952,3,0.217436974789916,"catch",0.210414,-6.79637,0.0153103032643865
"2394",1,1,17,"Redfish",0,952,4,0.00315126050420168,"catch",1.64684e-07,-29.5779,7.76490069864746
"2395",1,1,17,"Redfish",0,952,5,1e-05,"catch",2.39458e-11,-0.123211,2.04354537197025
"2396",1,1,18,"Redfish",0,956,1,0.00418410041841004,"catch",0.133887,13.8628,-0.354470811796998
"2397",1,1,18,"Redfish",0,956,2,0.77092050209205,"catch",0.442857,-408.548,0.492976434973044
"2398",1,1,18,"Redfish",0,956,3,0.223849372384937,"catch",0.423256,136.319,-0.306505327142886
"2399",1,1,18,"Redfish",0,956,4,0.00104602510460251,"catch",1.63177e-07,-8.76567,2.5890764922514
"2400",1,1,18,"Redfish",0,956,5,1e-05,"catch",2.37956e-11,-0.123789,2.04998477975487
"2401",1,1,19,"Redfish",0,957,1,0.00104493207941484,"catch",0.0503655,3.87535,-0.219766501149132
"2402",1,1,19,"Redfish",0,957,2,0.816091954022989,"catch",0.337174,-690.348,0.824772324113761
"2403",1,1,19,"Redfish",0,957,3,0.180773249738767,"catch",0.61246,211.102,-0.551607108280523
"2404",1,1,19,"Redfish",0,957,4,0.00208986415882968,"catch",1.67202e-07,-18.8668,5.11049039372432
"2405",1,1,19,"Redfish",0,957,5,1e-05,"catch",2.44563e-11,-0.123656,2.02210433999882
"2406",1,1,20,"Redfish",0,964,1,0.004149377593361,"catch",0.0216129,6.60133,-0.118788753119438
"2407",1,1,20,"Redfish",0,964,2,0.754149377593361,"catch",0.230682,-861.167,1.08989025049281
"2408",1,1,20,"Redfish",0,964,3,0.241701244813278,"catch",0.747705,263.128,-0.585178818100212
"2409",1,1,20,"Redfish",0,964,4,1e-05,"catch",1.69596e-07,-0.0393015,0.0238706125608832
"2410",1,1,20,"Redfish",0,964,5,1e-05,"catch",2.48851e-11,-0.124393,2.00460691483669
"2411",1,1,21,"Redfish",0,964,1,1e-05,"catch",0.0707977,0.0854586,-0.266040789001377
"2412",1,1,21,"Redfish",0,964,2,0.702282157676348,"catch",0.159662,-1002.82,1.35798552473039
"2413",1,1,21,"Redfish",0,964,3,0.297717842323651,"catch",0.76954,272.549,-0.537851931824221
"2414",1,1,21,"Redfish",0,964,4,1e-05,"catch",1.56986e-07,-0.0400463,0.0248426339919991
"2415",1,1,21,"Redfish",0,964,5,1e-05,"catch",2.31115e-11,-0.125106,2.08010342756545
"2416",1,1,22,"Redfish",0,959,1,1e-05,"catch",0.0301917,0.0768421,-0.173700038319422
"2417",1,1,22,"Redfish",0,959,2,0.7288842544317,"catch",0.132226,-1193.2,1.64084373477369
"2418",1,1,22,"Redfish",0,959,3,0.2711157455683,"catch",0.837582,293.273,-0.618956852437692
"2419",1,1,22,"Redfish",0,959,4,1e-05,"catch",1.58281e-07,-0.0397598,0.0247375433471546
"2420",1,1,22,"Redfish",0,959,5,1e-05,"catch",2.3384e-11,-0.124344,2.06794785405354
"2421",1,1,23,"Redfish",0,967,1,1e-05,"catch",0.0116984,0.0683149,-0.108066685653709
"2422",1,1,23,"Redfish",0,967,2,0.682523267838676,"catch",0.0953902,-1298.76,1.90101113725479
"2423",1,1,23,"Redfish",0,967,3,0.317476732161324,"catch",0.892911,317.463,-0.608964021348341
"2424",1,1,23,"Redfish",0,967,4,1e-05,"catch",1.59915e-07,-0.0399922,0.024606749536161
"2425",1,1,23,"Redfish",0,967,5,1e-05,"catch",2.37152e-11,-0.125246,2.05345681672348
"2426",1,1,24,"Redfish",0,966,1,1e-05,"catch",0.00477494,0.0595882,-0.0689562248290285
"2427",1,1,24,"Redfish",0,966,2,0.719461697722567,"catch",0.0640576,-1681.01,2.58954713662586
"2428",1,1,24,"Redfish",0,966,3,0.280538302277433,"catch",0.931167,325.126,-0.674247627359597
"2429",1,1,24,"Redfish",0,966,4,1e-05,"catch",1.61234e-07,-0.0398715,0.0245026083025789
"2430",1,1,24,"Redfish",0,966,5,1e-05,"catch",2.40112e-11,-0.124996,2.04076042916124
"2431",1,1,25,"Redfish",0,952,1,1e-05,"catch",0.00201881,0.0505291,-0.0447086069357064
"2432",1,1,25,"Redfish",0,952,2,0.781512605042017,"catch",0.0415828,-2182.56,3.62855455238748
"2433",1,1,25,"Redfish",0,952,3,0.218487394957983,"catch",0.956398,307.101,-0.754543743378251
"2434",1,1,25,"Redfish",0,952,4,1e-05,"catch",1.62368e-07,-0.0392269,0.0244140793688652
"2435",1,1,25,"Redfish",0,952,5,1e-05,"catch",2.42959e-11,-0.123073,2.02876829461734
"2436",1,1,26,"Redfish",0,970,1,1e-05,"catch",0.0203928,0.0739174,-0.142733334942092
"2437",1,1,26,"Redfish",0,970,2,0.682474226804124,"catch",0.0324734,-2015.99,3.60703227249779
"2438",1,1,26,"Redfish",0,970,3,0.317525773195876,"catch",0.947134,336.607,-0.646941007547105
"2439",1,1,26,"Redfish",0,970,4,1e-05,"catch",1.5896e-07,-0.0401744,0.0246829503709258
"2440",1,1,26,"Redfish",0,970,5,1e-05,"catch",2.392e-11,-0.125551,2.04464715946612
"2441",1,1,27,"Redfish",0,973,1,1e-05,"catch",0.00889685,0.0660751,-0.0942170963251003
"2442",1,1,27,"Redfish",0,973,2,0.755395683453237,"catch",0.0301778,-2366.8,4.17469466606734
"2443",1,1,27,"Redfish",0,973,3,0.244604316546763,"catch",0.960925,325.645,-0.730739771763098
"2444",1,1,27,"Redfish",0,973,4,1e-05,"catch",1.59625e-07,-0.040258,0.0246298174991832
"2445",1,1,27,"Redfish",0,973,5,1e-05,"catch",2.41838e-11,-0.125832,2.03346489088803
"2446",1,1,28,"Redfish",0,970,1,1e-05,"catch",0.0735956,0.0863664,-0.271248228305323
"2447",1,1,28,"Redfish",0,970,2,0.68659793814433,"catch",0.0447943,-1817.96,3.03243009075861
"2448",1,1,28,"Redfish",0,970,3,0.31340206185567,"catch",0.88161,314.416,-0.605158367855653
"2449",1,1,28,"Redfish",0,970,4,1e-05,"catch",1.44841e-07,-0.0410766,0.0258951170329771
"2450",1,1,28,"Redfish",0,970,5,1e-05,"catch",2.21301e-11,-0.126305,2.12572632415554
"2451",1,1,29,"Redfish",0,984,1,1e-05,"catch",0.036665,0.0807568,-0.191428845076693
"2452",1,1,29,"Redfish",0,984,2,0.633130081300813,"catch",0.065705,-1411.41,2.21365185038507
"2453",1,1,29,"Redfish",0,984,3,0.366869918699187,"catch",0.89763,323.005,-0.560208343219598
"2454",1,1,29,"Redfish",0,984,4,1e-05,"catch",1.43871e-07,-0.0417356,0.0259848221030922
"2455",1,1,29,"Redfish",0,984,5,1e-05,"catch",2.22191e-11,-0.128089,2.12146466830485
"2456",1,1,30,"Redfish",0,969,1,1e-05,"catch",0.282352,0.0993063,-0.53134922636075
"2457",1,1,30,"Redfish",0,969,2,0.717234262125903,"catch",0.130109,-1186.39,1.62771024730979
"2458",1,1,30,"Redfish",0,969,3,0.282765737874097,"catch",0.587539,200.383,-0.397611112515605
"2459",1,1,30,"Redfish",0,969,4,1e-05,"catch",9.01124e-08,-0.045633,0.0330123507199128
"2460",1,1,30,"Redfish",0,969,5,1e-05,"catch",1.41106e-11,-0.130536,2.66211398385818
"2461",1,1,31,"Redfish",0,968,1,1e-05,"catch",0.128849,0.0916097,-0.358927570376117
"2462",1,1,31,"Redfish",0,968,2,0.767561983471074,"catch",0.219976,-928.529,1.16752092411965
"2463",1,1,31,"Redfish",0,968,3,0.231404958677686,"catch",0.651175,231.752,-0.520190696568688
"2464",1,1,31,"Redfish",0,968,4,0.00103305785123967,"catch",8.78326e-08,-9.3726,3.48545794635348
"2465",1,1,31,"Redfish",0,968,5,1e-05,"catch",1.40026e-11,-0.130475,2.67236054052758
"2466",1,1,32,"Redfish",0,977,1,1e-05,"catch",0.366229,0.102667,-0.605152047235282
"2467",1,1,32,"Redfish",0,977,2,0.68474923234391,"catch",0.222675,-751.514,0.979210406324916
"2468",1,1,32,"Redfish",0,977,3,0.313203684749232,"catch",0.411096,83.2241,-0.152678180100559
"2469",1,1,32,"Redfish",0,977,4,0.00204708290685773,"catch",4.70042e-08,-21.3634,9.44185066028788
"2470",1,1,32,"Redfish",0,977,5,1e-05,"catch",7.67076e-12,-0.137568,3.61060907520215
"2471",1,1,33,"Redfish",0,982,1,1e-05,"catch",0.240747,0.0990732,-0.490639379193491
"2472",1,1,33,"Redfish",0,982,2,0.65173116089613,"catch",0.306494,-482.837,0.623600633824336
"2473",1,1,33,"Redfish",0,982,3,0.34826883910387,"catch",0.452758,89.7353,-0.155288099611683
"2474",1,1,33,"Redfish",0,982,4,1e-05,"catch",3.93279e-08,-0.0543872,0.0502271186707035
"2475",1,1,33,"Redfish",0,982,5,1e-05,"catch",6.61659e-12,-0.139724,3.88760919394986
"2476",1,1,34,"Redfish",0,975,1,1e-05,"catch",0.094446,0.0892437,-0.307288140120647
"2477",1,1,34,"Redfish",0,975,2,0.712820512820513,"catch",0.301907,-597.082,0.747848852933447
"2478",1,1,34,"Redfish",0,975,3,0.287179487179487,"catch",0.603647,208.007,-0.407321758969273
"2479",1,1,34,"Redfish",0,975,4,1e-05,"catch",4.02995e-08,-0.0537615,0.049613109804939
"2480",1,1,34,"Redfish",0,975,5,1e-05,"catch",7.0629e-12,-0.138092,3.76277426091689
"2481",1,1,35,"Redfish",0,974,1,1e-05,"catch",0.0263351,0.0767129,-0.162219307720177
"2482",1,1,35,"Redfish",0,974,2,0.673511293634497,"catch",0.219335,-735.969,0.969773901822446
"2483",1,1,35,"Redfish",0,974,3,0.326488706365503,"catch",0.75433,266.304,-0.492608621724745
"2484",1,1,35,"Redfish",0,974,4,1e-05,"catch",4.29393e-08,-0.0530884,0.0480511376656995
"2485",1,1,35,"Redfish",0,974,5,1e-05,"catch",7.96087e-12,-0.136784,3.54420952386115
"2486",1,1,36,"Redfish",0,975,1,1e-05,"catch",0.0209745,0.0745727,-0.144756708886649
"2487",1,1,36,"Redfish",0,975,2,0.64,"catch",0.133693,-977.134,1.38471245148263
"2488",1,1,36,"Redfish",0,975,3,0.36,"catch",0.845332,299.623,-0.527867923496977
"2489",1,1,36,"Redfish",0,975,4,1e-05,"catch",4.51917e-08,-0.0526444,0.0468277791934128
"2490",1,1,36,"Redfish",0,975,5,1e-05,"catch",9.04242e-12,-0.135683,3.32550243148092
"2491",1,1,37,"Redfish",0,963,1,1e-05,"catch",0.00827532,0.0646986,-0.0908588580388552
"2492",1,1,37,"Redfish",0,963,2,0.636552440290758,"catch",0.0776742,-1289.47,2.00529747227173
"2493",1,1,37,"Redfish",0,963,3,0.362409138110073,"catch",0.91405,322.864,-0.576994205636477
"2494",1,1,37,"Redfish",0,963,4,0.00103842159916926,"catch",4.89097e-08,-9.96324,4.69521795848892
"2495",1,1,37,"Redfish",0,963,5,1e-05,"catch",1.0813e-11,-0.132291,3.04107008374385
"2496",1,1,38,"Redfish",0,974,1,1e-05,"catch",0.401532,0.103248,-0.633649745718442
"2497",1,1,38,"Redfish",0,974,2,0.695071868583162,"catch",0.144436,-1063.69,1.44886116472221
"2498",1,1,38,"Redfish",0,974,3,0.303901437371663,"catch",0.454032,118.833,-0.222805486382381
"2499",1,1,38,"Redfish",0,974,4,0.00102669404517454,"catch",2.45688e-08,-10.6404,6.5499604527928
"2500",1,1,38,"Redfish",0,974,5,1e-05,"catch",6.15433e-12,-0.139291,4.03096792894759
"2501",1,1,39,"Redfish",0,976,1,1e-05,"catch",0.138604,0.0930791,-0.372268721116185
"2502",1,1,39,"Redfish",0,976,2,0.657786885245902,"catch",0.242059,-641.808,0.844984103427816
"2503",1,1,39,"Redfish",0,976,3,0.341188524590164,"catch",0.619337,198.539,-0.353437942854212
"2504",1,1,39,"Redfish",0,976,4,0.00102459016393443,"catch",3.04236e-08,-10.4246,5.87397353121074
"2505",1,1,39,"Redfish",0,976,5,1e-05,"catch",8.86082e-12,-0.13602,3.35940727226445
"2506",1,1,40,"Redfish",0,970,1,1e-05,"catch",0.0463014,0.0818713,-0.215131127826175
"2507",1,1,40,"Redfish",0,970,2,0.763917525773196,"catch",0.179373,-1073.7,1.38019058919936
"2508",1,1,40,"Redfish",0,970,3,0.235051546391753,"catch",0.774326,271.819,-0.612841160692053
"2509",1,1,40,"Redfish",0,970,4,0.00103092783505155,"catch",3.57391e-08,-10.2697,5.45307415983939
"2510",1,1,40,"Redfish",0,970,5,1e-05,"catch",1.24147e-11,-0.131912,2.83812386894438
"2511",1,1,41,"Redfish",0,978,1,1e-05,"catch",0.0503301,0.0833625,-0.224299135056029
"2512",1,1,41,"Redfish",0,978,2,0.619631901840491,"catch",0.11434,-1024.11,1.494318743954
"2513",1,1,41,"Redfish",0,978,3,0.378323108384458,"catch",0.83533,293.069,-0.500027292641079
"2514",1,1,41,"Redfish",0,978,4,0.00204498977505112,"catch",3.83464e-08,-21.7685,10.4428898723238
"2515",1,1,41,"Redfish",0,978,5,1e-05,"catch",1.62705e-11,-0.130355,2.47912739116651
"2516",1,1,42,"Redfish",0,972,1,1e-05,"catch",0.0939575,0.0889187,-0.306492252861815
"2517",1,1,42,"Redfish",0,972,2,0.596707818930041,"catch",0.0945885,-1068.3,1.63262996002109
"2518",1,1,42,"Redfish",0,972,3,0.402263374485597,"catch",0.811454,274.373,-0.45424873111401
"2519",1,1,42,"Redfish",0,972,4,0.00102880658436214,"catch",3.78637e-08,-10.2099,5.28696245093991
"2520",1,1,42,"Redfish",0,972,5,1e-05,"catch",2.00495e-11,-0.127525,2.23330149163242
"2521",1,1,43,"Redfish",0,972,1,1e-05,"catch",0.657385,0.107828,-0.810780488265546
"2522",1,1,43,"Redfish",0,972,2,0.665637860082305,"catch",0.219402,-718.068,0.952673701551221
"2523",1,1,43,"Redfish",0,972,3,0.332304526748971,"catch",0.123213,-320.459,0.595673346286446
"2524",1,1,43,"Redfish",0,972,4,0.00205761316872428,"catch",4.83166e-09,-25.9237,29.6015551684339
"2525",1,1,43,"Redfish",0,972,5,1e-05,"catch",3.25263e-12,-0.145204,5.54475711767657
"2526",1,1,44,"Redfish",0,981,1,1e-05,"catch",0.23205,0.0986113,-0.481694924647273
"2527",1,1,44,"Redfish",0,981,2,0.681957186544342,"catch",0.448298,-280.651,0.348979133313679
"2528",1,1,44,"Redfish",0,981,3,0.313965341488277,"catch",0.319652,5.52837,-0.0100581576007507
"2529",1,1,44,"Redfish",0,981,4,0.00407747196738022,"catch",6.12929e-09,-53.6316,52.0817113355936
"2530",1,1,44,"Redfish",0,981,5,1e-05,"catch",5.32594e-12,-0.14171,4.33312915445565
"2531",1,1,45,"Redfish",0,973,1,1e-05,"catch",0.118385,0.0912588,-0.344042149808278
"2532",1,1,45,"Redfish",0,973,2,0.683453237410072,"catch",0.361235,-424.023,0.536111602682914
"2533",1,1,45,"Redfish",0,973,3,0.312435765673176,"catch",0.520379,155.088,-0.288260352621456
"2534",1,1,45,"Redfish",0,973,4,0.00411099691675231,"catch",6.65812e-09,-53.3334,50.3814472207052
"2535",1,1,45,"Redfish",0,973,5,1e-05,"catch",7.5604e-12,-0.137146,3.63686587546533
"2536",1,1,46,"Redfish",0,972,1,1e-05,"catch",0.0776092,0.0870606,-0.278548382311775
"2537",1,1,46,"Redfish",0,972,2,0.655349794238683,"catch",0.260355,-588.029,0.7741202188129
"2538",1,1,46,"Redfish",0,972,3,0.340534979423868,"catch",0.662036,220.049,-0.395131408776654
"2539",1,1,46,"Redfish",0,972,4,0.00411522633744856,"catch",6.93538e-09,-53.1743,49.4148934916494
"2540",1,1,46,"Redfish",0,972,5,1e-05,"catch",1.03936e-11,-0.133912,3.10181969474849
"2541",1,1,47,"Redfish",0,977,1,1e-05,"catch",0.0299992,0.078222,-0.17314503554368
"2542",1,1,47,"Redfish",0,977,2,0.72978505629478,"catch",0.184947,-978.721,1.26690423931235
"2543",1,1,47,"Redfish",0,977,3,0.264073694984647,"catch",0.785054,281.097,-0.587992166566112
"2544",1,1,47,"Redfish",0,977,4,0.00614124872057318,"catch",7.3841e-09,-81.7873,71.4673007788884
"2545",1,1,47,"Redfish",0,977,5,1e-05,"catch",1.47131e-11,-0.131205,2.60703743686713
"2546",1,1,48,"Redfish",0,969,1,1e-05,"catch",0.535185,0.105503,-0.731549725026844
"2547",1,1,48,"Redfish",0,969,2,0.691434468524252,"catch",0.210165,-797.885,1.0498037386461
"2548",1,1,48,"Redfish",0,969,3,0.304437564499484,"catch",0.25465,-52.6801,0.0986618016489425
"2549",1,1,48,"Redfish",0,969,4,0.00412796697626419,"catch",2.10829e-09,-57.9497,89.9023032049407
"2550",1,1,48,"Redfish",0,969,5,1e-05,"catch",5.61511e-12,-0.139465,4.22007939685766
"2551",1,1,49,"Redfish",0,975,1,1e-05,"catch",0.201909,0.0966516,-0.449320598788073
"2552",1,1,49,"Redfish",0,975,2,0.666666666666667,"catch",0.384527,-357.679,0.454988823956742
"2553",1,1,49,"Redfish",0,975,3,0.329230769230769,"catch",0.413564,73.2049,-0.131137643323334
"2554",1,1,49,"Redfish",0,975,4,0.0041025641025641,"catch",2.29023e-09,-57.5939,85.7265968487867
"2555",1,1,49,"Redfish",0,975,5,1e-05,"catch",8.18385e-12,-0.136655,3.49559262366136
"2556",1,1,50,"Redfish",0,977,1,0.00102354145342886,"catch",0.0992855,4.57473,-0.311847669313979
"2557",1,1,50,"Redfish",0,977,2,0.677584442169908,"catch",0.325348,-485.668,0.617533063349444
"2558",1,1,50,"Redfish",0,977,3,0.313203684749232,"catch",0.575366,186.095,-0.345619443426895
"2559",1,1,50,"Redfish",0,977,4,0.00818833162743091,"catch",2.3317e-09,-120.573,169.573882314985
"2560",1,1,50,"Redfish",0,977,5,1e-05,"catch",1.12062e-11,-0.133865,2.98724146347618
"2561",1,1,51,"Redfish",0,978,1,1e-05,"catch",0.541445,0.106596,-0.735815873833047
"2562",1,1,51,"Redfish",0,978,2,0.696319018404908,"catch",0.245964,-708.663,0.908069801116136
"2563",1,1,51,"Redfish",0,978,3,0.298568507157464,"catch",0.212591,-99.1718,0.186471477337389
"2564",1,1,51,"Redfish",0,978,4,0.00511247443762781,"catch",6.54568e-10,-79.3549,199.826788599507
"2565",1,1,51,"Redfish",0,978,5,1e-05,"catch",4.238e-12,-0.143512,4.85757304278369
"2566",1,1,52,"Redfish",0,970,1,0.00103092783505155,"catch",0.266867,5.55629,-0.514596081294599
"2567",1,1,52,"Redfish",0,970,2,0.668041237113402,"catch",0.386617,-354.401,0.452606747536348
"2568",1,1,52,"Redfish",0,970,3,0.328865979381443,"catch",0.346517,16.6774,-0.0299852413878467
"2569",1,1,52,"Redfish",0,970,4,0.00206185567010309,"catch",6.39093e-10,-29.9737,81.559789535794
"2570",1,1,52,"Redfish",0,970,5,1e-05,"catch",5.59239e-12,-0.139648,4.22864309917566
"2571",1,1,53,"Redfish",0,971,1,1e-05,"catch",0.62439,0.107217,-0.790170867698978
"2572",1,1,53,"Redfish",0,971,2,0.658084449021627,"catch",0.257301,-600.075,0.790112697741604
"2573",1,1,53,"Redfish",0,971,3,0.33470648815654,"catch",0.118308,-337.987,0.62913980871633
"2574",1,1,53,"Redfish",0,971,4,0.00720906282183316,"catch",1.27851e-10,-124.934,637.568332362008
"2575",1,1,53,"Redfish",0,971,5,1e-05,"catch",1.52309e-12,-0.152421,8.10283789443052
"2576",1,1,54,"Redfish",0,971,1,0.00102986611740474,"catch",0.507943,6.20094,-0.711256181584691
"2577",1,1,54,"Redfish",0,971,2,0.721936148300721,"catch",0.328505,-551.956,0.686432359071773
"2578",1,1,54,"Redfish",0,971,3,0.271884654994851,"catch",0.163551,-134.178,0.267877843343706
"2579",1,1,54,"Redfish",0,971,4,0.00514933058702369,"catch",7.67848e-11,-90.1056,587.642420931221
"2580",1,1,54,"Redfish",0,971,5,1e-05,"catch",1.25739e-12,-0.154283,8.91794817802279
"2581",1,1,55,"Redfish",0,955,1,0.00104712041884817,"catch",0.285704,5.60891,-0.532553844145888
"2582",1,1,55,"Redfish",0,955,2,0.720418848167539,"catch",0.383047,-434.593,0.545108316089532
"2583",1,1,55,"Redfish",0,955,3,0.27434554973822,"catch",0.331249,49.382,-0.0988692664814061
"2584",1,1,55,"Redfish",0,955,4,0.00418848167539267,"catch",8.45372e-11,-70.8737,455.546465480264
"2585",1,1,55,"Redfish",0,955,5,1e-05,"catch",1.91377e-12,-0.147729,7.22861418619256
"2586",1,1,56,"Redfish",0,969,1,1e-05,"catch",0.172405,0.0945261,-0.415192727031712
"2587",1,1,56,"Redfish",0,969,2,0.65531475748194,"catch",0.31794,-459.265,0.598328927743484
"2588",1,1,56,"Redfish",0,969,3,0.341589267285862,"catch",0.509655,132.441,-0.235418738724391
"2589",1,1,56,"Redfish",0,969,4,0.00309597523219814,"catch",9.66707e-11,-51.8462,314.883593073084
"2590",1,1,56,"Redfish",0,969,5,1e-05,"catch",3.03377e-12,-0.14543,5.74127754480463
"2591",1,1,57,"Redfish",0,961,1,1e-05,"catch",0.0950734,0.0880259,-0.308307315923283
"2592",1,1,57,"Redfish",0,961,2,0.699271592091571,"catch",0.23408,-735.421,0.961500915884624
"2593",1,1,57,"Redfish",0,961,3,0.295525494276795,"catch",0.670847,232.819,-0.458238641717771
"2594",1,1,57,"Redfish",0,961,4,0.00520291363163371,"catch",1.13003e-10,-88.2254,489.442435356747
"2595",1,1,57,"Redfish",0,961,5,1e-05,"catch",4.91389e-12,-0.139595,4.5111479576582
"2596",1,1,58,"Redfish",0,961,1,0.00104058272632674,"catch",0.600169,6.35743,-0.773362553222303
"2597",1,1,58,"Redfish",0,961,2,0.664932362122789,"catch",0.215734,-719.284,0.967116663047713
"2598",1,1,58,"Redfish",0,961,3,0.328824141519251,"catch",0.184097,-183.299,0.337307990102091
"2599",1,1,58,"Redfish",0,961,4,0.00520291363163371,"catch",2.73192e-11,-95.3245,995.4343557333
"2600",1,1,58,"Redfish",0,961,5,1e-05,"catch",1.63959e-12,-0.150143,7.80966308303161
"2601",1,1,59,"Redfish",0,955,1,1e-05,"catch",0.574361,0.104653,-0.757852888213871
"2602",1,1,59,"Redfish",0,955,2,0.747643979057592,"catch",0.285225,-688.045,0.86584839475219
"2603",1,1,59,"Redfish",0,955,3,0.247120418848168,"catch",0.140414,-133.406,0.284764166865422
"2604",1,1,59,"Redfish",0,955,4,0.00523560209424084,"catch",1.20302e-11,-99.4566,1509.48988788859
"2605",1,1,59,"Redfish",0,955,5,1e-05,"catch",9.88485e-13,-0.154038,10.0580760578022
"2606",1,1,60,"Redfish",0,965,1,0.00103626943005181,"catch",0.19301,5.22712,-0.436970279153745
"2607",1,1,60,"Redfish",0,965,2,0.698445595854922,"catch",0.439502,-312.207,0.390593261637472
"2608",1,1,60,"Redfish",0,965,3,0.29740932642487,"catch",0.367488,60.7237,-0.115601718970562
