"","number","year","species","data","cv","predicted","residual","nll","numero"
"797",1,77,10,1839640,0.1,1130070000,-6.42047,2074.16,1000
"798",1,78,10,1836910,0.1,989963000,-6.28958,1990.98,1000
"799",1,79,10,2009410,0.1,777283000,-5.95797,1788,1000
"800",1,80,10,1904920,0.1,581698000,-5.72151,1649.86,1000
"801",1,1,11,17099500,0.1,1407830000,-4.41075,988.008,1000
"802",1,2,11,17100000,0.1,9.95215e+11,-10.9716,6034.11,1000
"803",1,3,11,20353200,0.1,4.21168e+12,-12.2401,7506.49,1000
"804",1,4,11,18515900,0.1,1.05445e+13,-13.2525,8796.77,1000
"805",1,5,11,19084700,0.1,1.39115e+13,-13.4993,9126.99,1000
"806",1,6,11,19271400,0.1,1.47368e+13,-13.5472,9191.77,1000
"807",1,7,11,20165000,0.1,1.42216e+13,-13.4663,9082.53,1000
"808",1,8,11,24485900,0.1,1.11535e+13,-13.0292,8503.59,1000
"809",1,9,11,29396000,0.1,8.77241e+12,-12.6063,7961.71,1000
"810",1,10,11,22824600,0.1,6.59979e+12,-12.5747,7921.72,1000
"811",1,11,11,22784600,0.1,4.98558e+12,-12.296,7575.11,1000
"812",1,12,11,24518400,0.1,6.38223e+12,-12.4696,7790.18,1000
"813",1,13,11,26138800,0.1,1.201e+13,-13.0378,8514.95,1000
"814",1,14,11,25758300,0.1,1.36043e+13,-13.1771,8697.53,1000
"815",1,15,11,21742900,0.1,1.03556e+13,-13.0737,8561.66,1000
"816",1,16,11,23238400,0.1,8.88877e+12,-12.8545,8277.48,1000
"817",1,17,11,16661800,0.1,7.66161e+12,-13.0386,8515.52,1000
"818",1,18,11,15730800,0.1,1.17465e+13,-13.5234,9159.37,1000
"819",1,19,11,16259400,0.1,1.47839e+13,-13.7204,9427.66,1000
"820",1,20,11,14335200,0.1,1.11416e+13,-13.5635,9213.49,1000
"821",1,21,11,12425200,0.1,8.55788e+12,-13.4426,9050.17,1000
"822",1,22,11,11887200,0.1,7.30442e+13,-15.6311,12231.5,1000
"823",1,23,11,12558800,0.1,1.20841e+14,-16.0796,12942.6,1000
"824",1,24,11,10121500,0.1,1.04961e+14,-16.1544,13063,1000
"825",1,25,11,11169100,0.1,9.39416e+13,-15.945,12727,1000
"826",1,26,11,9716270,0.1,7.17129e+13,-15.8144,12519.4,1000
"827",1,27,11,10695500,0.1,5.36863e+13,-15.4288,11917.3,1000
"828",1,28,11,9735700,0.1,4.03906e+13,-15.2383,11625,1000
"829",1,29,11,9200110,0.1,3.0057e+13,-14.9994,11263.7,1000
"830",1,30,11,9356840,0.1,2.23866e+13,-14.6879,10801.3,1000
"831",1,31,11,9977940,0.1,1.68813e+13,-14.3413,10298.4,1000
"832",1,32,11,8682820,0.1,1.34053e+13,-14.2498,10167.5,1000
"833",1,33,11,9995250,0.1,1.05966e+13,-13.8739,9639.04,1000
"834",1,34,11,10977500,0.1,7.91234e+12,-13.4881,9111.25,1000
"835",1,35,11,7479480,0.1,6.15223e+12,-13.6202,9289.88,1000
"836",1,36,11,9373950,0.1,6.96208e+12,-13.5181,9151.56,1000
"837",1,37,11,8454970,0.1,1.19454e+13,-14.1611,10041.4,1000
"838",1,38,11,10135600,0.1,1.45077e+13,-14.1741,10060.1,1000
"839",1,39,11,11448400,0.1,1.18526e+13,-13.8502,9606.28,1000
"840",1,40,11,8943670,0.1,9.19523e+12,-13.8432,9596.4,1000
"841",1,41,11,9919540,0.1,7.18102e+12,-13.4924,9117.03,1000
"842",1,42,11,11235600,0.1,1.54471e+13,-14.1338,10003.1,1000
"843",1,43,11,10656400,0.1,2.1588e+13,-14.5215,10558.5,1000
"844",1,44,11,11743500,0.1,1.61836e+13,-14.1362,10006.5,1000
"845",1,45,11,12306700,0.1,1.20351e+13,-13.7932,9527.55,1000
"846",1,46,11,14585400,0.1,9.30284e+12,-13.3658,8947.36,1000
"847",1,47,11,15040500,0.1,7.29306e+12,-13.0917,8584.75,1000
"848",1,48,11,14152800,0.1,6.79915e+12,-13.0824,8572.54,1000
"849",1,49,11,14193800,0.1,1.00977e+13,-13.475,9093.88,1000
"850",1,50,11,12351800,0.1,1.12971e+13,-13.7263,9435.44,1000
"851",1,51,11,14392900,0.1,8.58904e+12,-13.2993,8858.62,1000
"852",1,52,11,15738500,0.1,6.518e+12,-12.934,8379.57,1000
"853",1,53,11,13391500,0.1,5.00508e+12,-12.8313,8247.19,1000
"854",1,54,11,16048500,0.1,7.1452e+12,-13.0063,8473.45,1000
"855",1,55,11,15525000,0.1,8.76291e+12,-13.2436,8784.81,1000
"856",1,56,11,18018400,0.1,8.73131e+12,-13.091,8584.08,1000
"857",1,57,11,15591200,0.1,1.03603e+13,-13.4068,9002.27,1000
"858",1,58,11,19910700,0.1,1.10531e+13,-13.227,8763.05,1000
"859",1,59,11,15679100,0.1,1.06814e+13,-13.4317,9035.7,1000
"860",1,60,11,18116800,0.1,9.43432e+12,-13.163,8678.59,1000
"861",1,61,11,16219600,0.1,2.03449e+13,-14.0421,9874.28,1000
"862",1,62,11,15970700,0.1,4.93319e+13,-14.9433,11180.3,1000
"863",1,63,11,18229300,0.1,5.84109e+13,-14.98,11235.3,1000
"864",1,64,11,17443900,0.1,4.40314e+13,-14.7414,10880.8,1000
"865",1,65,11,20608700,0.1,5.66085e+13,-14.826,11005.9,1000
"866",1,66,11,20194600,0.1,6.79747e+13,-15.0292,11309.3,1000
"867",1,67,11,17647500,0.1,5.30145e+13,-14.9155,11138.9,1000
"868",1,68,11,16590000,0.1,3.94046e+13,-14.6806,10791.2,1000
"869",1,69,11,19778400,0.1,3.16928e+13,-14.287,10221.3,1000
"870",1,70,11,16612600,0.1,2.59754e+13,-14.2625,10186.2,1000
"871",1,71,11,17362200,0.1,1.93682e+13,-13.9248,9710.35,1000
"872",1,72,11,19073700,0.1,1.43824e+13,-13.5332,9172.76,1000
"873",1,73,11,14037800,0.1,1.07195e+13,-13.5458,9189.54,1000
"874",1,74,11,18889000,0.1,8.15798e+12,-12.9759,8434.1,1000
"875",1,75,11,12976800,0.1,6.36419e+12,-13.103,8599.47,1000
"876",1,76,11,16058600,0.1,8.93697e+13,-15.5321,12077.4,1000
"877",1,77,11,17779000,0.1,1.50906e+14,-15.9542,12742.1,1000
"878",1,78,11,18801400,0.1,1.43647e+14,-15.8489,12574.8,1000
"879",1,79,11,15224500,0.1,1.38784e+14,-16.0255,12856,1000
"880",1,80,11,14555400,0.1,1.05275e+14,-15.7941,12487.8,1000
"881",2,1,1,1794570,0.1,120095000,-4.20351,896.494,1000
"882",2,2,1,1750750,0.1,491153000,-5.63671,1601.62,1000
"883",2,3,1,1765360,0.1,711002000,-5.99832,1811.99,1000
"884",2,4,1,1297400,0.1,848766000,-6.48342,2114.43,1000
"885",2,5,1,1801840,0.1,894151000,-6.20707,1939.4,1000
"886",2,6,1,1854240,0.1,860401000,-6.13992,1897.98,1000
"887",2,7,1,1654220,0.1,1940810000,-7.06753,2510.44,1000
"888",2,8,1,1893510,0.1,2645290000,-7.24211,2635.48,1000
"889",2,9,1,1360640,0.1,2946930000,-7.68057,2962.29,1000
"890",2,10,1,1735790,0.1,2933380000,-7.43245,2775.05,1000
"891",2,11,1,1576270,0.1,2864110000,-7.50495,2829.1,1000
"892",2,12,1,1401710,0.1,3266430000,-7.75376,3018.81,1000
"893",2,13,1,1553820,0.1,3576200000,-7.74134,3009.29,1000
"894",2,14,1,1621330,0.1,3882800000,-7.78107,3040.17,1000
"895",2,15,1,1455720,0.1,3909750000,-7.89573,3129.93,1000
"896",2,16,1,1191890,0.1,3826060000,-8.07405,3272.12,1000
"897",2,17,1,1190920,0.1,3498150000,-7.98526,3200.83,1000
"898",2,18,1,1043350,0.1,3348620000,-8.07387,3271.84,1000
"899",2,19,1,1213950,0.1,3009470000,-7.81564,3066.84,1000
"900",2,20,1,1069610,0.1,2596600000,-7.79466,3050.34,1000
"901",2,21,1,1226380,0.1,2.354e+09,-7.5598,2870.17,1000
"902",2,22,1,1067210,0.1,2105050000,-7.58705,2890.66,1000
"903",2,23,1,1101910,0.1,1839310000,-7.4201,2765.42,1000
"904",2,24,1,1034490,0.1,1568480000,-7.32396,2694.48,1000
"905",2,25,1,1094690,0.1,1324140000,-7.09804,2531.63,1000
"906",2,26,1,895881,0.1,1216730000,-7.21387,2614.32,1000
"907",2,27,1,1008130,0.1,1098390000,-6.99351,2457.9,1000
"908",2,28,1,974152,0.1,978762000,-6.91248,2401.52,1000
"909",2,29,1,851732,0.1,850743000,-6.90659,2397.32,1000
"910",2,30,1,1032880,0.1,723614000,-6.55191,2158.84,1000
"911",2,31,1,1144410,0.1,685659000,-6.39549,2057.68,1000
"912",2,32,1,1210540,0.1,790927000,-6.48214,2113.53,1000
"913",2,33,1,1136590,0.1,12323800000,-9.29125,4328.93,1000
"914",2,34,1,1055020,0.1,20288600000,-9.86425,4877.66,1000
"915",2,35,1,1030880,0.1,26921300000,-10.1703,5184.17,1000
"916",2,36,1,1010550,0.1,29586100000,-10.2846,5301.05,1000
"917",2,37,1,908586,0.1,29229200000,-10.3788,5398.3,1000
"918",2,38,1,1085820,0.1,26986300000,-10.1207,5133.99,1000
"919",2,39,1,1156190,0.1,23812500000,-9.93284,4945.64,1000
"920",2,40,1,1129570,0.1,20437200000,-9.80327,4817.76,1000
"921",2,41,1,1327810,0.1,17131600000,-9.46515,4492.16,1000
"922",2,42,1,1489720,0.1,14175500000,-9.16068,4208.73,1000
"923",2,43,1,1688300,0.1,11558900000,-8.83149,3912.72,1000
"924",2,44,1,1217780,0.1,9780090000,-8.99107,4054.6,1000
"925",2,45,1,1379390,0.1,8241780000,-8.69533,3793.19,1000
"926",2,46,1,1360150,0.1,6872200000,-8.52764,3648.78,1000
"927",2,47,1,1378280,0.1,5692950000,-8.32615,3478.99,1000
"928",2,48,1,1403060,0.1,4669920000,-8.11024,3301.57,1000
"929",2,49,1,1647430,0.1,3813810000,-7.74717,3013.86,1000
"930",2,50,1,1638880,0.1,3114260000,-7.54973,2862.85,1000
"931",2,51,1,1434780,0.1,17024100000,-9.38138,4413.3,1000
"932",2,52,1,1415360,0.1,2.6637e+10,-9.84267,4856.69,1000
"933",2,53,1,1541390,0.1,31389400000,-9.92154,4934.71,1000
"934",2,54,1,1704940,0.1,3.2127e+10,-9.84392,4858.11,1000
"935",2,55,1,1757630,0.1,30438800000,-9.75951,4775.4,1000
"936",2,56,1,1537570,0.1,2.7324e+10,-9.78532,4800.48,1000
"937",2,57,1,1419310,0.1,23663400000,-9.72152,4738.18,1000
"938",2,58,1,1334170,0.1,20006100000,-9.61549,4635.6,1000
"939",2,59,1,1511740,0.1,16574600000,-9.30237,4339.55,1000
"940",2,60,1,1815760,0.1,13514300000,-8.915,3986.89,1000
"941",2,61,1,1483100,0.1,10950600000,-8.90701,3979.57,1000
"942",2,62,1,1426260,0.1,12426800000,-9.07255,4128.35,1000
"943",2,63,1,1443260,0.1,13346100000,-9.13208,4182.54,1000
"944",2,64,1,1716790,0.1,13269200000,-8.95275,4020.56,1000
"945",2,65,1,1600770,0.1,12548900000,-8.96691,4033.17,1000
"946",2,66,1,1592720,0.1,34919400000,-9.99535,5008.25,1000
"947",2,67,1,1639710,0.1,5.0019e+10,-10.3256,5343.87,1000
"948",2,68,1,1356080,0.1,56646500000,-10.64,5673.2,1000
"949",2,69,1,1403490,0.1,60892200000,-10.6779,5713.65,1000
"950",2,70,1,1653970,0.1,59848200000,-10.4964,5521.65,1000
"951",2,71,1,1462600,0.1,55965300000,-10.5523,5580.33,1000
"952",2,72,1,1377400,0.1,50002600000,-10.4996,5524.87,1000
"953",2,73,1,1507370,0.1,43791600000,-10.2768,5293.5,1000
"954",2,74,1,1569350,0.1,37431300000,-10.0796,5092.8,1000
"955",2,75,1,1414680,0.1,31356500000,-10.0063,5019.06,1000
"956",2,76,1,1256530,0.1,25807900000,-9.93008,4942.98,1000
"957",2,77,1,1391480,0.1,20920800000,-9.61813,4638.19,1000
"958",2,78,1,1169810,0.1,16825200000,-9.57379,4595.46,1000
"959",2,79,1,1551180,0.1,1.3406e+10,-9.06444,4121.07,1000
"960",2,80,1,1292100,0.1,10858100000,-9.0364,4095.51,1000
"961",2,1,2,858110,0.1,15854200,-2.91646,437.565,1000
"962",2,2,2,653464,0.1,27007000,-3.72157,704.509,1000
"963",2,3,2,495376,0.1,24122700,-3.88559,766.621,1000
"964",2,4,2,592463,0.1,9687760,-2.79433,402.322,1000
"965",2,5,2,616767,0.1,16773400,-3.30306,557.458,1000
"966",2,6,2,550369,0.1,24401300,-3.7918,730.723,1000
"967",2,7,2,1656140,0.1,15402000,-2.23001,261.583,1000
"968",2,8,2,1145160,0.1,8486340,-2.00291,213.151,1000
"969",2,9,2,433330,0.1,5740240,-2.58376,345.386,1000
"970",2,10,2,988281,0.1,6400380,-1.86815,186.919,1000
"971",2,11,2,780207,0.1,7017370,-2.19658,253.433,1000
"972",2,12,2,850624,0.1,5648350,-1.89315,191.471,1000
"973",2,13,2,549216,0.1,2491200,-1.51203,126.144,1000
"974",2,14,2,581395,0.1,3179730,-1.69912,156.24,1000
"975",2,15,2,653593,0.1,4048750,-1.82368,178.297,1000
"976",2,16,2,804448,0.1,2780550,-1.24025,89.1249,1000
"977",2,17,2,556683,0.1,1967150,-1.26234,91.5217,1000
"978",2,18,2,774197,0.1,1565950,-0.704424,36.9866,1000
"979",2,19,2,735982,0.1,907119,-0.209069,14.3108,1000
"980",2,20,2,592434,0.1,2106200,-1.2684,92.3507,1000
"981",2,21,2,688682,0.1,3013940,-1.47622,121.021,1000
"982",2,22,2,863839,0.1,1602650,-0.61803,31.3836,1000
"983",2,23,2,1241760,0.1,161563000,-4.86837,1197.7,1000
"984",2,24,2,976743,0.1,131404000,-4.90181,1213.79,1000
"985",2,25,2,789217,0.1,54981800,-4.24372,912.652,1000
"986",2,26,2,869120,0.1,22091100,-3.23545,535.698,1000
"987",2,27,2,815896,0.1,104523000,-4.85288,1189.75,1000
"988",2,28,2,917826,0.1,117216000,-4.84977,1188.36,1000
"989",2,29,2,766135,0.1,66913800,-4.4698,1011.12,1000
"990",2,30,2,1042400,0.1,32056500,-3.42598,599.339,1000
"991",2,31,2,1036000,0.1,15100100,-2.67933,371.408,1000
"992",2,32,2,1011290,0.1,1457360000,-7.27315,2657.38,1000
"993",2,33,2,863572,0.1,2317650000,-7.89499,3128.83,1000
"994",2,34,2,786745,0.1,1425110000,-7.50186,2826.08,1000
"995",2,35,2,736677,0.1,628516000,-6.74897,2289.56,1000
"996",2,36,2,771216,0.1,192150000,-5.51807,1534.62,1000
"997",2,37,2,910320,0.1,33966800,-3.61934,667.32,1000
"998",2,38,2,826248,0.1,4916480,-1.78345,171.276,1000
"999",2,39,2,1031260,0.1,1694670,-0.496706,24.7985,1000
"1000",2,40,2,995614,0.1,3060720,-1.12305,75.489,1000
"1001",2,41,2,1429520,0.1,3312100,-0.840247,48.09,1000
"1002",2,42,2,1050810,0.1,1519160,-0.368593,19.2745,1000
"1003",2,43,2,753735,0.1,1097490,-0.375736,19.208,1000
"1004",2,44,2,710251,0.1,1277110,-0.586734,29.3025,1000
"1005",2,45,2,680516,0.1,1042990,-0.426996,21.1632,1000
"1006",2,46,2,771595,0.1,613922,0.228591,14.7853,1000
"1007",2,47,2,646784,0.1,326633,0.683177,35.3326,1000
"1008",2,48,2,740070,0.1,201586,1.30053,96.6998,1000
"1009",2,49,2,986073,0.1,94205.2,2.34825,288.133,1000
"1010",2,50,2,745405,0.1,64334.2,2.44984,312.223,1000
"1011",2,51,2,921533,0.1,73655.1,2.52665,331.547,1000
"1012",2,52,2,676494,0.1,443233,0.422828,20.9802,1000
"1013",2,53,2,1165340,0.1,668655,0.555498,28.0138,1000
"1014",2,54,2,846685,0.1,396705,0.758136,41.004,1000
"1015",2,55,2,835179,0.1,7696000,-2.22081,258.851,1000
"1016",2,56,2,936517,0.1,11138100,-2.47596,318.884,1000
"1017",2,57,2,872877,0.1,6443550,-1.99904,212.104,1000
"1018",2,58,2,1672210,0.1,2579120,-0.433301,22.3335,1000
"1019",2,59,2,1004410,0.1,941948,0.0642009,12.6423,1000
"1020",2,60,2,957813,0.1,2509830,-0.963316,58.7876,1000
"1021",2,61,2,1051210,0.1,3290110,-1.14098,77.5739,1000
"1022",2,62,2,1294280,0.1,1137910,0.128763,13.5188,1000
"1023",2,63,2,837244,0.1,2900500,-1.24252,89.4472,1000
"1024",2,64,2,1039240,0.1,2651870,-0.936772,56.3475,1000
"1025",2,65,2,848554,0.1,1680310,-0.683202,35.6059,1000
"1026",2,66,2,1197200,0.1,882183,0.305345,17.2736,1000
"1027",2,67,2,1132420,0.1,1046330,0.0790733,12.8689,1000
"1028",2,68,2,763113,0.1,24045500,-3.4503,607.389,1000
"1029",2,69,2,1028220,0.1,18470400,-2.88834,429.585,1000
"1030",2,70,2,1371560,0.1,6350550,-1.5326,130.19,1000
"1031",2,71,2,878604,0.1,5779830,-1.8838,189.737,1000
"1032",2,72,2,885045,0.1,3677490,-1.42435,113.748,1000
"1033",2,73,2,1235350,0.1,4977950,-1.39366,109.758,1000
"1034",2,74,2,1725390,0.1,4610020,-0.982781,61.2703,1000
"1035",2,75,2,742463,0.1,6225000,-2.12636,238.203,1000
"1036",2,76,2,1182300,0.1,8591380,-1.9833,209.273,1000
"1037",2,77,2,1105840,0.1,4424000,-1.38644,108.643,1000
"1038",2,78,2,695244,0.1,2095010,-1.10305,72.9043,1000
"1039",2,79,2,961285,0.1,910445,0.0543379,12.54,1000
"1040",2,80,2,761557,0.1,453390,0.518614,25.6075,1000
"1041",2,1,3,368164,0.1,3612570,-2.28365,272.185,1000
"1042",2,2,3,365607,0.1,4484440,-2.50681,325.631,1000
"1043",2,3,3,393318,0.1,3980350,-2.31451,279.346,1000
"1044",2,4,3,325160,0.1,3313050,-2.32131,280.731,1000
"1045",2,5,3,335887,0.1,2672740,-2.07409,226.433,1000
"1046",2,6,3,417016,0.1,2141790,-1.63627,145.426,1000
"1047",2,7,3,335004,0.1,1725490,-1.63913,145.675,1000
"1048",2,8,3,406658,0.1,2675820,-1.88404,189.012,1000
"1049",2,9,3,303271,0.1,4636100,-2.727,383.066,1000
"1050",2,10,3,411069,0.1,5890020,-2.66225,365.923,1000
"1051",2,11,3,394984,0.1,6114000,-2.73949,386.743,1000
"1052",2,12,3,355848,0.1,5645790,-2.76416,393.428,1000
"1053",2,13,3,316264,0.1,4845160,-2.72916,383.696,1000
"1054",2,14,3,372858,0.1,3958440,-2.36241,290.494,1000
"1055",2,15,3,360441,0.1,4403010,-2.50272,324.591,1000
"1056",2,16,3,361486,0.1,5908540,-2.79393,401.717,1000
"1057",2,17,3,268847,0.1,6827440,-3.23456,534.238,1000
"1058",2,18,3,274843,0.1,6793820,-3.20757,525.565,1000
"1059",2,19,3,261964,0.1,6088930,-3.14602,505.965,1000
"1060",2,20,3,251349,0.1,5101540,-3.01046,464.193,1000
"1061",2,21,3,248104,0.1,4095350,-2.80376,404.091,1000
"1062",2,22,3,239462,0.1,3218990,-2.59843,348.595,1000
"1063",2,23,3,237293,0.1,2511800,-2.35946,289.345,1000
"1064",2,24,3,198926,0.1,1946210,-2.28071,270.898,1000
"1065",2,25,3,237916,0.1,1499370,-1.84088,180.438,1000
"1066",2,26,3,224677,0.1,1149420,-1.63235,144.167,1000
"1067",2,27,3,212406,0.1,885431,-1.42757,112.781,1000
"1068",2,28,3,238979,0.1,689530,-1.05963,67.1418,1000
"1069",2,29,3,260799,0.1,538564,-0.725157,37.3805,1000
"1070",2,30,3,233879,0.1,444479,-0.642101,31.5936,1000
"1071",2,31,3,184355,0.1,392376,-0.75536,39.2694,1000
"1072",2,32,3,198967,0.1,345164,-0.550881,25.9907,1000
"1073",2,33,3,224306,0.1,297276,-0.281649,14.9034,1000
"1074",2,34,3,187953,0.1,251287,-0.290408,14.9771,1000
"1075",2,35,3,192882,0.1,207092,-0.0710829,11.0388,1000
"1076",2,36,3,180721,0.1,170271,0.0595628,10.8984,1000
"1077",2,37,3,202380,0.1,153674,0.275312,14.6241,1000
"1078",2,38,3,183554,0.1,149872,0.202722,12.7914,1000
"1079",2,39,3,216040,0.1,142160,0.41851,19.6571,1000
"1080",2,40,3,155668,0.1,127841,0.196942,12.5111,1000
"1081",2,41,3,197589,0.1,110920,0.577375,27.4784,1000
"1082",2,42,3,219309,0.1,96829.5,0.817531,44.3325,1000
"1083",2,43,3,214115,0.1,129528,0.502618,23.5219,1000
"1084",2,44,3,212378,0.1,220810,-0.038935,10.9583,1000
"1085",2,45,3,241331,0.1,311512,-0.255265,14.2683,1000
"1086",2,46,3,259545,0.1,475162,-0.604724,29.3676,1000
"1087",2,47,3,225045,0.1,677009,-1.10138,71.5928,1000
"1088",2,48,3,279162,0.1,777054,-1.02372,63.5559,1000
"1089",2,49,3,298038,0.1,761483,-0.938047,55.2179,1000
"1090",2,50,3,253646,0.1,681042,-0.987683,59.8359,1000
"1091",2,51,3,256131,0.1,585269,-0.826383,45.2152,1000
"1092",2,52,3,275718,0.1,491215,-0.577504,27.819,1000
"1093",2,53,3,267445,0.1,404291,-0.413222,19.6506,1000
"1094",2,54,3,287670,0.1,683114,-0.864848,48.5841,1000
"1095",2,55,3,237998,0.1,1233350,-1.64523,146.335,1000
"1096",2,56,3,306796,0.1,1586040,-1.64281,146.192,1000
"1097",2,57,3,257345,0.1,1646600,-1.85605,183.321,1000
"1098",2,58,3,305929,0.1,1505700,-1.59366,138.235,1000
"1099",2,59,3,243017,0.1,1281520,-1.66267,149.241,1000
"1100",2,60,3,349267,0.1,1125150,-1.16984,79.8059,1000
"1101",2,61,3,273184,0.1,1376850,-1.61741,141.934,1000
"1102",2,62,3,268497,0.1,1971680,-1.9938,209.879,1000
"1103",2,63,3,316327,0.1,2423460,-2.03618,218.581,1000
"1104",2,64,3,270433,0.1,2511640,-2.22867,259.472,1000
"1105",2,65,3,320060,0.1,2310790,-1.97684,206.687,1000
"1106",2,66,3,369139,0.1,1970470,-1.67485,151.692,1000
"1107",2,67,3,274544,0.1,1612370,-1.77035,167.846,1000
"1108",2,68,3,293904,0.1,1304010,-1.48995,122.205,1000
"1109",2,69,3,280264,0.1,1085340,-1.35392,102.814,1000
"1110",2,70,3,287494,0.1,931014,-1.17507,80.2251,1000
"1111",2,71,3,319529,0.1,795950,-0.912688,52.9409,1000
"1112",2,72,3,236743,0.1,729807,-1.1258,74.3628,1000
"1113",2,73,3,246555,0.1,715906,-1.06596,67.8456,1000
"1114",2,74,3,311331,0.1,678028,-0.778333,41.5551,1000
"1115",2,75,3,272694,0.1,602505,-0.792744,42.5546,1000
"1116",2,76,3,286731,0.1,506120,-0.56823,27.3269,1000
"1117",2,77,3,220902,0.1,428541,-0.662667,32.8782,1000
"1118",2,78,3,278469,0.1,375859,-0.299908,15.6506,1000
"1119",2,79,3,272500,0.1,337534,-0.214026,13.4221,1000
"1120",2,80,3,223807,0.1,309192,-0.323178,16.1571,1000
"1121",2,1,4,866158,0.1,7896420,-2.2101,256.515,1000
"1122",2,2,4,1031540,0.1,15207100,-2.6907,374.457,1000
"1123",2,3,4,1011980,0.1,33562800,-3.50151,625.473,1000
"1124",2,4,4,1155980,0.1,184698000,-5.07377,1299.74,1000
"1125",2,5,4,1323760,0.1,2249890,-0.530408,26.779,1000
"1126",2,6,4,1882320,0.1,35649000,-2.94121,445.601,1000
"1127",2,7,4,1481400,0.1,26669300,-2.89052,430.581,1000
"1128",2,8,4,1705690,0.1,726523000,-6.0543,1845.69,1000
"1129",2,9,4,1785350,0.1,517200000,-5.66881,1619.78,1000
"1130",2,10,4,2112350,0.1,75691500,-3.57886,653.593,1000
"1131",2,11,4,1776070,0.1,82021400,-3.83258,747.438,1000
"1132",2,12,4,1700150,0.1,34328500,-3.00526,464.542,1000
"1133",2,13,4,1728160,0.1,1117920,0.435589,22.4658,1000
"1134",2,14,4,1837200,0.1,35600100,-2.9641,452.336,1000
"1135",2,15,4,2121120,0.1,1957800,0.0801261,13.5048,1000
"1136",2,16,4,1894960,0.1,2632080,-0.328581,18.4693,1000
"1137",2,17,4,1061780,0.1,34363200,-3.47704,616.982,1000
"1138",2,18,4,871195,0.1,79640900,-4.51542,1031.74,1000
"1139",2,19,4,652525,0.1,6042670,-2.22575,259.703,1000
"1140",2,20,4,583591,0.1,71045.8,2.10587,233.629,1000
"1141",2,21,4,315456,0.1,126516000,-5.9941,1807.74,1000
"1142",2,22,4,377041,0.1,49602900,-4.87945,1201.91,1000
"1143",2,23,4,301917,0.1,2945.19,4.62998,1083.07,1000
"1144",2,24,4,258960,0.1,367696,-0.350582,17.2262,1000
"1145",2,25,4,213697,0.1,1533.8,4.93681,1229.49,1000
"1146",2,26,4,179655,0.1,37471200,-5.34029,1436.65,1000
"1147",2,27,4,562540,0.1,16624400,-3.38616,585.161,1000
"1148",2,28,4,909632,0.1,1084790,-0.176105,13.8878,1000
"1149",2,29,4,1347710,0.1,3265630,-0.885048,51.8958,1000
"1150",2,30,4,1629720,0.1,183927,2.18163,250.895,1000
"1151",2,31,4,1787950,0.1,3878120,-0.77428,42.9884,1000
"1152",2,32,4,1395040,0.1,4560140000,-8.09218,3286.94,1000
"1153",2,33,4,996425,0.1,236937000,-5.47137,1509.23,1000
"1154",2,34,4,892623,0.1,7539510,-2.13375,239.962,1000
"1155",2,35,4,615531,0.1,2575300000,-8.33899,3488.89,1000
"1156",2,36,4,588555,0.1,212722000,-5.89007,1746.55,1000
"1157",2,37,4,364001,0.1,167128000,-6.12936,1889.87,1000
"1158",2,38,4,367202,0.1,4969510,-2.60516,350.774,1000
"1159",2,39,4,351271,0.1,1644960,-1.54391,130.568,1000
"1160",2,40,4,752877,0.1,26826300,-3.57323,650.548,1000
"1161",2,41,4,1057380,0.1,71598200,-4.21528,900.915,1000
"1162",2,42,4,1346030,0.1,3537020,-0.966123,59.3987,1000
"1163",2,43,4,2074310,0.1,77619.6,3.28556,552.908,1000
"1164",2,44,4,1794230,0.1,599422,1.09637,73.1173,1000
"1165",2,45,4,1831180,0.1,8574710000,-8.45161,3584.52,1000
"1166",2,46,4,1945820,0.1,602387000,-5.73522,1657.73,1000
"1167",2,47,4,1796360,0.1,84027200,-3.84538,752.363,1000
"1168",2,48,4,2134190,0.1,11606900,-1.69352,156.59,1000
"1169",2,49,4,1846680,0.1,6589340,-1.27206,93.9524,1000
"1170",2,50,4,2665430,0.1,1692360000,-6.45351,2095.8,1000
"1171",2,51,4,2100080,0.1,32789900,-2.74814,390.789,1000
"1172",2,52,4,1641460,0.1,1467570000,-6.79577,2322.05,1000
"1173",2,53,4,1561530,0.1,1168370000,-6.6177,2202.58,1000
"1174",2,54,4,1690340,0.1,232347000,-4.9233,1224.9,1000
"1175",2,55,4,1690170,0.1,2155650000,-7.15102,2569.81,1000
"1176",2,56,4,1223800,0.1,78255000,-4.15801,877.088,1000
"1177",2,57,4,1556570,0.1,17100600,-2.39663,300.066,1000
"1178",2,58,4,1734290,0.1,141342000,-4.40058,981.239,1000
"1179",2,59,4,2375590,0.1,9850750,-1.4223,114.444,1000
"1180",2,60,4,2198760,0.1,1335840,0.49833,25.6364,1000
"1181",2,61,4,2111000,0.1,5833380000,-7.92419,3152.82,1000
"1182",2,62,4,1888950,0.1,5947660,-1.14698,78.8455,1000
"1183",2,63,4,1775430,0.1,25012.2,4.26243,921.422,1000
"1184",2,64,4,1558030,0.1,9324780,-1.78926,172.947,1000
"1185",2,65,4,1464060,0.1,15247100,-2.34318,287.338,1000
"1186",2,66,4,1255200,0.1,391950,1.16392,80.3942,1000
"1187",2,67,4,1005400,0.1,387942,0.952282,57.7793,1000
"1188",2,68,4,1152810,0.1,59558600,-3.94476,790.63,1000
