"","number","year","species","data","cv","predicted","residual","nll","numero"
"394",1,74,5,1454870,0.1,4.0869e+11,-12.5458,7882.66,1000
"395",1,75,5,1459040,0.1,3.82338e+11,-12.4763,7795.69,1000
"396",1,76,5,1311060,0.1,3.59322e+11,-12.5211,7851.64,1000
"397",1,77,5,1555570,0.1,3.40041e+11,-12.295,7571.2,1000
"398",1,78,5,1398030,0.1,3.24698e+11,-12.3556,7645.8,1000
"399",1,79,5,1454540,0.1,3.10274e+11,-12.2705,7541.1,1000
"400",1,80,5,1555200,0.1,2.90262e+11,-12.1369,7378.14,1000
"401",1,1,6,6958550,0.1,163920000,-3.15941,513.465,1000
"402",1,2,6,7323510,0.1,480255000,-4.18323,889.392,1000
"403",1,3,6,7144590,0.1,2877100000,-5.99818,1813.31,1000
"404",1,4,6,6888800,0.1,6643770000,-6.87154,2375.26,1000
"405",1,5,6,6522130,0.1,8678380000,-7.19339,2601.55,1000
"406",1,6,6,5818410,0.1,9112430000,-7.35637,2720,1000
"407",1,7,6,6694600,0.1,8694220000,-7.16911,2584.14,1000
"408",1,8,6,7649090,0.1,17539600000,-7.73763,3008.01,1000
"409",1,9,6,7897840,0.1,23279200000,-7.98873,3205.49,1000
"410",1,10,6,5933290,0.1,25408400000,-8.36226,3510.58,1000
"411",1,11,6,6075210,0.1,25274700000,-8.33334,3486.47,1000
"412",1,12,6,6195650,0.1,23567900000,-8.24379,3412.26,1000
"413",1,13,6,5724160,0.1,22803600000,-8.28998,3450.36,1000
"414",1,14,6,8245710,0.1,21036500000,-7.84432,3091.21,1000
"415",1,15,6,7459520,0.1,32399400000,-8.3764,3522.65,1000
"416",1,16,6,6058630,0.1,1.60663e+11,-10.1856,5201.54,1000
"417",1,17,6,5470600,0.1,2.37859e+11,-10.68,5717.3,1000
"418",1,18,6,5700450,0.1,2.60172e+11,-10.7286,5769.27,1000
"419",1,19,6,4817910,0.1,2.54806e+11,-10.8759,5928.28,1000
"420",1,20,6,4331020,0.1,2.36512e+11,-10.908,5963.07,1000
"421",1,21,6,4608370,0.1,2.10029e+11,-10.7271,5767.52,1000
"422",1,22,6,3810250,0.1,1.82461e+11,-10.7766,5820.52,1000
"423",1,23,6,4150620,0.1,1.57658e+11,-10.5449,5573.63,1000
"424",1,24,6,4008670,0.1,1.33468e+11,-10.4132,5435.51,1000
"425",1,25,6,3840920,0.1,1.11023e+11,-10.2718,5289.26,1000
"426",1,26,6,3945520,0.1,93466900000,-10.0728,5086.85,1000
"427",1,27,6,3492920,0.1,77712500000,-10.01,5023.72,1000
"428",1,28,6,3732650,0.1,64536500000,-9.75787,4774.55,1000
"429",1,29,6,3658820,0.1,67306900000,-9.81988,4835.23,1000
"430",1,30,6,3314720,0.1,66237200000,-9.90262,4916.73,1000
"431",1,31,6,3813080,0.1,1.0518e+11,-10.225,5241.29,1000
"432",1,32,6,3931870,0.1,1.26085e+11,-10.3756,5396.45,1000
"433",1,33,6,3479220,0.1,1.26991e+11,-10.5051,5531.5,1000
"434",1,34,6,3050420,0.1,1.18455e+11,-10.567,5596.63,1000
"435",1,35,6,3411530,0.1,1.05294e+11,-10.3374,5356.7,1000
"436",1,36,6,3488590,0.1,91561500000,-10.1753,5190.48,1000
"437",1,37,6,3788350,0.1,80066800000,-9.95869,4972.54,1000
"438",1,38,6,3287690,0.1,68419900000,-9.94323,4957.02,1000
"439",1,39,6,3374420,0.1,57283800000,-9.73955,4756.59,1000
"440",1,40,6,3296030,0.1,47784700000,-9.58174,4604.11,1000
"441",1,41,6,3990990,0.1,39274900000,-9.1943,4240.57,1000
"442",1,42,6,3540740,0.1,31809800000,-9.1032,4157.1,1000
"443",1,43,6,4340510,0.1,25468400000,-8.6772,3778.59,1000
"444",1,44,6,4897830,0.1,23851300000,-8.4908,3618.71,1000
"445",1,45,6,4224940,0.1,21883400000,-8.55248,3671.12,1000
"446",1,46,6,4627100,0.1,6.2635e+10,-9.51315,4538.96,1000
"447",1,47,6,4815850,0.1,87117400000,-9.8031,4819.04,1000
"448",1,48,6,4453450,0.1,92693100000,-9.94337,4957.46,1000
"449",1,49,6,4223450,0.1,89018600000,-9.95595,4969.92,1000
"450",1,50,6,5471640,0.1,80721300000,-9.59918,4621.34,1000
"451",1,51,6,3644690,0.1,70872100000,-9.87536,4889.86,1000
"452",1,52,6,5277120,0.1,1.04337e+11,-9.892,4906.68,1000
"453",1,53,6,4719700,0.1,1.23729e+11,-10.1741,5189.6,1000
"454",1,54,6,4880130,0.1,1.24175e+11,-10.1443,5159.33,1000
"455",1,55,6,6362210,0.1,1.15326e+11,-9.80514,4821.33,1000
"456",1,56,6,5509540,0.1,1.03363e+11,-9.83952,4854.94,1000
"457",1,57,6,5990950,0.1,91021100000,-9.6286,4649.72,1000
"458",1,58,6,5131900,0.1,77909600000,-9.62783,4648.82,1000
"459",1,59,6,4336710,0.1,1.24312e+11,-10.2634,5280.8,1000
"460",1,60,6,4487110,0.1,1.53696e+11,-10.4415,5465.2,1000
"461",1,61,6,5986230,0.1,1.57166e+11,-10.1756,5191.36,1000
"462",1,62,6,5555480,0.1,1.47502e+11,-10.1868,5202.7,1000
"463",1,63,6,5522550,0.1,1.31568e+11,-10.0784,5092.89,1000
"464",1,64,6,6138340,0.1,1.14089e+11,-9.83018,4845.87,1000
"465",1,65,6,4799980,0.1,96657400000,-9.91032,4924.72,1000
"466",1,66,6,5210040,0.1,80418300000,-9.64441,4664.81,1000
"467",1,67,6,4909180,0.1,67802900000,-9.53325,4558.17,1000
"468",1,68,6,4908520,0.1,56981700000,-9.35951,4394.05,1000
"469",1,69,6,4800910,0.1,4.7276e+10,-9.19495,4241.36,1000
"470",1,70,6,5368520,0.1,76283700000,-9.56166,4585.38,1000
"471",1,71,6,5396150,0.1,92395300000,-9.74815,4765.44,1000
"472",1,72,6,5346460,0.1,96999200000,-9.80602,4822.01,1000
"473",1,73,6,4573220,0.1,94516800000,-9.93632,4950.47,1000
"474",1,74,6,5167670,0.1,86451900000,-9.72492,4742.78,1000
"475",1,75,6,5371500,0.1,77082100000,-9.57152,4594.81,1000
"476",1,76,6,4300960,0.1,66635200000,-9.64815,4668.23,1000
"477",1,77,6,5670610,0.1,56097500000,-9.19955,4245.75,1000
"478",1,78,6,5025210,0.1,46874900000,-9.14077,4191.73,1000
"479",1,79,6,4355500,0.1,38574200000,-9.0889,4144.31,1000
"480",1,80,6,5382380,0.1,32623500000,-8.70966,3807.02,1000
"481",1,1,7,6613350,0.1,338968000,-3.93682,789.247,1000
"482",1,2,7,6044840,0.1,79576500000,-9.48527,4512.75,1000
"483",1,3,7,5027280,0.1,8.7668e+10,-9.76643,4783.21,1000
"484",1,4,7,5057300,0.1,5029540000,-6.90225,2396.11,1000
"485",1,5,7,4873330,0.1,22923700,-1.5484,133.892,1000
"486",1,6,7,5381010,0.1,1208370,1.49361,125.658,1000
"487",1,7,7,5057710,0.1,9586770,-0.639471,34.4989,1000
"488",1,8,7,4896190,0.1,2446970,0.693606,38.0748,1000
"489",1,9,7,6293220,0.1,89457200,-2.65429,366.534,1000
"490",1,10,7,5533680,0.1,77025000,-2.63328,360.85,1000
"491",1,11,7,5225610,0.1,2149170000,-6.01927,1825.66,1000
"492",1,12,7,6004680,0.1,12102600000,-7.60864,2908.79,1000
"493",1,13,7,4989000,0.1,115408000,-3.14124,507.41,1000
"494",1,14,7,5671090,0.1,775535,1.98958,212.089,1000
"495",1,15,7,4513500,0.1,6369240,-0.344408,19.8698,1000
"496",1,16,7,4586840,0.1,132528000,-3.3636,579.647,1000
"497",1,17,7,4325630,0.1,403034000,-4.53446,1041.96,1000
"498",1,18,7,4180350,0.1,80640100,-2.9596,451.825,1000
"499",1,19,7,3991360,0.1,200367000,-3.91602,780.575,1000
"500",1,20,7,4290440,0.1,595158000,-4.93244,1230.34,1000
"501",1,21,7,5134110,0.1,1677640,1.11852,76.6216,1000
"502",1,22,7,3963250,0.1,9803150,-0.905639,54.818,1000
"503",1,23,7,4251450,0.1,633.376,8.81171,3896.19,1000
"504",1,24,7,4610530,0.1,538833,2.14669,244.375,1000
"505",1,25,7,3621680,0.1,1481.55,7.8016,3056.97,1000
"506",1,26,7,4196120,0.1,21820,5.25909,1396.77,1000
"507",1,27,7,3724850,0.1,805203,1.53169,131.05,1000
"508",1,28,7,3741750,0.1,16546800,-1.48664,124.256,1000
"509",1,29,7,5022810,0.1,774253,1.86985,188.862,1000
"510",1,30,7,5111590,0.1,31059600,-1.8044,176.856,1000
"511",1,31,7,4755440,0.1,627681,2.02501,219.025,1000
"512",1,32,7,4674000,0.1,17622800,-1.32718,102.044,1000
"513",1,33,7,4083800,0.1,324708,2.53186,334.354,1000
"514",1,34,7,4939830,0.1,33394600,-1.91106,196.637,1000
"515",1,35,7,4484550,0.1,30276800,-1.90974,196.288,1000
"516",1,36,7,4185390,0.1,332220000,-4.3742,970.543,1000
"517",1,37,7,4191260,0.1,14017300,-1.20729,86.7429,1000
"518",1,38,7,4756310,0.1,4183370,0.128354,14.8151,1000
"519",1,39,7,4455620,0.1,608211,1.9914,212.21,1000
"520",1,40,7,4326710,0.1,36009.6,4.78878,1160.52,1000
"521",1,41,7,4405320,0.1,35902800,-2.098,233.995,1000
"522",1,42,7,4375530,0.1,415519000,-4.5535,1050.63,1000
"523",1,43,7,5015890,0.1,1917250,0.961721,60.2898,1000
"524",1,44,7,5048690,0.1,491095000,-4.57751,1061.73,1000
"525",1,45,7,5024430,0.1,6331970,-0.231299,16.7211,1000
"526",1,46,7,3963910,0.1,9554840000,-7.78757,3046.12,1000
"527",1,47,7,4976850,0.1,100163000,-3.002,464.638,1000
"528",1,48,7,4267380,0.1,2736590,0.444286,23.7524,1000
"529",1,49,7,5584620,0.1,26464100,-1.55577,135.173,1000
"530",1,50,7,5280640,0.1,2293610,0.833918,48.8669,1000
"531",1,51,7,4652690,0.1,449096000,-4.56979,1058.12,1000
"532",1,52,7,4541820,0.1,10683200,-0.855343,50.5258,1000
"533",1,53,7,5210840,0.1,53705800000,-9.24053,4283.46,1000
"534",1,54,7,4565700,0.1,6293010000,-7.22862,2626.6,1000
"535",1,55,7,4880430,0.1,435247000,-4.49068,1022.33,1000
"536",1,56,7,6337240,0.1,2088270000,-5.79765,1694.91,1000
"537",1,57,7,5151640,0.1,8328240,-0.480336,25.6073,1000
"538",1,58,7,5800770,0.1,1845420000,-5.76247,1674.49,1000
"539",1,59,7,5556890,0.1,416939000,-4.3179,946.36,1000
"540",1,60,7,4725000,0.1,41017800,-2.16114,247.511,1000
"541",1,61,7,4678090,0.1,729548000,-5.04954,1288.87,1000
"542",1,62,7,4972190,0.1,88170000,-2.87541,427.434,1000
"543",1,63,7,4970090,0.1,20010100,-1.3928,111.03,1000
"544",1,64,7,5094180,0.1,162580000,-3.46307,613.703,1000
"545",1,65,7,4530670,0.1,50240400,-2.40595,303.372,1000
"546",1,66,7,5108110,0.1,5441510,-0.0632275,14.2626,1000
"547",1,67,7,4223040,0.1,2616770,0.478616,25.3261,1000
"548",1,68,7,4450530,0.1,862862000,-5.26723,1401.11,1000
"549",1,69,7,4925020,0.1,1025630,1.56903,137.118,1000
"550",1,70,7,4369270,0.1,23719100,-1.69169,156.996,1000
"551",1,71,7,5139580,0.1,416550000,-4.39504,979.886,1000
"552",1,72,7,4775700,0.1,843600,1.73362,164.267,1000
"553",1,73,7,4566730,0.1,949489,1.57063,137.294,1000
"554",1,74,7,4949750,0.1,7267450,-0.384068,21.4066,1000
"555",1,75,7,5389060,0.1,254496000,-3.85492,757.135,1000
"556",1,76,7,5054320,0.1,2781790,0.597147,31.8813,1000
"557",1,77,7,4793210,0.1,165659,3.36502,580.168,1000
"558",1,78,7,4510660,0.1,7728.49,6.36928,2042.33,1000
"559",1,79,7,4432070,0.1,1399.07,8.06081,3262.76,1000
"560",1,80,7,4126070,0.1,9856.39,6.03696,1836.09,1000
"561",1,1,8,1912540,0.1,44486000,-3.14674,508.18,1000
"562",1,2,8,1662200,0.1,41807800,-3.22494,532.952,1000
"563",1,3,8,1482410,0.1,34774500,-3.15522,510.595,1000
"564",1,4,8,1511640,0.1,11394900,-2.01997,216.859,1000
"565",1,5,8,1393750,0.1,5428700,-1.3597,105.203,1000
"566",1,6,8,1584880,0.1,1389000,0.131926,13.7626,1000
"567",1,7,8,1564240,0.1,17354900,-2.40647,302.435,1000
"568",1,8,8,1878280,0.1,6728480000,-8.18375,3361.75,1000
"569",1,9,8,1674170,0.1,1745630000,-6.94955,2427.76,1000
"570",1,10,8,2263090,0.1,432913000,-5.25381,1393.37,1000
"571",1,11,8,2221210,0.1,126505000,-4.04223,830.21,1000
"572",1,12,8,1967700,0.1,110954000,-4.03225,826.061,1000
"573",1,13,8,1353250,0.1,18273900,-2.60297,351.507,1000
"574",1,14,8,1096340,0.1,3089710,-1.0361,66.1987,1000
"575",1,15,8,772113,0.1,7309270,-2.24777,264.796,1000
"576",1,16,8,613088,0.1,1916390,-1.13969,76.887,1000
"577",1,17,8,409252,0.1,83223700,-5.31496,1423.98,1000
"578",1,18,8,420243,0.1,22530800,-3.98181,804.304,1000
"579",1,19,8,435775,0.1,77894500,-5.18599,1356.32,1000
"580",1,20,8,307263,0.1,18243100,-4.08384,845.139,1000
"581",1,21,8,226456,0.1,5342330,-3.16086,510.5,1000
"582",1,22,8,231479,0.1,1360500,-1.77112,167.812,1000
"583",1,23,8,523954,0.1,212217,0.903795,52.6278,1000
"584",1,24,8,481584,0.1,4933480,-2.32672,282.382,1000
"585",1,25,8,862598,0.1,1095340,-0.238868,15.137,1000
"586",1,26,8,879991,0.1,189470,1.53568,130.22,1000
"587",1,27,8,999115,0.1,2186420,-0.78315,43.0972,1000
"588",1,28,8,1237460,0.1,29244200,-3.16262,512.753,1000
"589",1,29,8,1044080,0.1,5066630,-1.57954,137.222,1000
"590",1,30,8,834361,0.1,837074,-0.00324668,12.2513,1000
"591",1,31,8,829820,0.1,879729000,-6.96616,2438.62,1000
"592",1,32,8,741252,0.1,337813000,-6.12191,1886.02,1000
"593",1,33,8,805019,0.1,934379000,-7.05677,2502.12,1000
"594",1,34,8,749890,0.1,205368000,-5.61263,1587.23,1000
"595",1,35,8,634830,0.1,43845400,-4.23507,908.767,1000
"596",1,36,8,804290,0.1,7268690,-2.20137,254.516,1000
"597",1,37,8,979054,0.1,1116700,-0.131548,13.2759,1000
"598",1,38,8,1123430,0.1,487742000,-6.0734,1856.86,1000
"599",1,39,8,1018780,0.1,64945100,-4.15494,875.626,1000
"600",1,40,8,1230300,0.1,7955260,-1.86658,186.844,1000
"601",1,41,8,1593510,0.1,3094270,-0.663615,34.917,1000
"602",1,42,8,1761900,0.1,3967280,-0.811691,45.9404,1000
"603",1,43,8,1514650,0.1,740374,0.715783,38.4643,1000
"604",1,44,8,1793340,0.1,585649000,-5.78864,1688.43,1000
"605",1,45,8,1438170,0.1,153407000,-4.66972,1103.11,1000
"606",1,46,8,2016760,0.1,70554600,-3.55489,644.997,1000
"607",1,47,8,1672090,0.1,14070600,-2.13002,239.795,1000
"608",1,48,8,1552670,0.1,3316630,-0.758973,41.6739,1000
"609",1,49,8,2075650,0.1,142696000,-4.23044,907.994,1000
"610",1,50,8,2095950,0.1,537623000,-5.54715,1551.72,1000
"611",1,51,8,2795760,0.1,119582000,-3.7559,718.799,1000
"612",1,52,8,3503170,0.1,48366300,-2.62513,358.252,1000
"613",1,53,8,3786660,0.1,14684600,-1.35531,105.607,1000
"614",1,54,8,3305790,0.1,26043700,-2.0641,226.653,1000
"615",1,55,8,3599830,0.1,30547700,-2.1384,242.351,1000
"616",1,56,8,2473380,0.1,1268810000,-6.24025,1960.37,1000
"617",1,57,8,2141140,0.1,181819000,-4.44167,999.616,1000
"618",1,58,8,2114810,0.1,108221000,-3.93521,787.476,1000
"619",1,59,8,2114210,0.1,19648400,-2.22931,261.672,1000
"620",1,60,8,2213050,0.1,2798500,-0.234714,15.9808,1000
"621",1,61,8,1998380,0.1,46215000,-3.14097,506.409,1000
"622",1,62,8,2742650,0.1,49560800,-2.89427,432.282,1000
"623",1,63,8,2921600,0.1,251157000,-4.45395,1005.39,1000
"624",1,64,8,2751460,0.1,19849600,-1.97605,208.683,1000
"625",1,65,8,3608460,0.1,2005610,0.587336,30.9633,1000
"626",1,66,8,3622620,0.1,1653790,0.784126,44.4618,1000
"627",1,67,8,3078160,0.1,4569530,-0.395078,21.3605,1000
"628",1,68,8,2270600,0.1,15560800,-1.92471,198.477,1000
"629",1,69,8,1666630,0.1,15879100,-2.2542,267.014,1000
"630",1,70,8,1550590,0.1,532431000,-5.83882,1717.46,1000
"631",1,71,8,1678700,0.1,453973000,-5.60002,1580.96,1000
"632",1,72,8,1494480,0.1,36470500,-3.19472,523.147,1000
"633",1,73,8,2565960,0.1,2299690,0.10956,13.9744,1000
"634",1,74,8,3279110,0.1,12833400,-1.36448,106.709,1000
"635",1,75,8,4340160,0.1,1581550,1.0095,64.8547,1000
"636",1,76,8,4658500,0.1,97413.6,3.86748,761.842,1000
"637",1,77,8,5214560,0.1,758007,1.92852,200.042,1000
"638",1,78,8,7987290,0.1,68602300,-2.15048,245.737,1000
"639",1,79,8,5634620,0.1,8743350,-0.439363,23.8128,1000
"640",1,80,8,4015500,0.1,188149000,-3.84707,753.821,1000
"641",1,1,9,341509,0.1,8788210,-3.24779,538.765,1000
"642",1,2,9,349253,0.1,10564300,-3.40944,592.595,1000
"643",1,3,9,354978,0.1,9657030,-3.30338,557.014,1000
"644",1,4,9,446846,0.1,8649990,-2.9631,450.624,1000
"645",1,5,9,378787,0.1,7739140,-3.01707,466.597,1000
"646",1,6,9,430588,0.1,6501240,-2.7146,380.041,1000
"647",1,7,9,308495,0.1,5088380,-2.80301,404.099,1000
"648",1,8,9,398474,0.1,3976310,-2.30047,276.119,1000
"649",1,9,9,343667,0.1,3107200,-2.2018,253.761,1000
"650",1,10,9,343330,0.1,2364220,-1.92951,197.513,1000
"651",1,11,9,486645,0.1,2080310,-1.45274,117.234,1000
"652",1,12,9,320345,0.1,1961070,-1.81184,175.432,1000
"653",1,13,9,407551,0.1,1724440,-1.44249,115.574,1000
"654",1,14,9,366355,0.1,1408330,-1.34656,102.088,1000
"655",1,15,9,412136,0.1,1111270,-0.991905,60.7393,1000
"656",1,16,9,380146,0.1,868672,-0.826411,45.6124,1000
"657",1,17,9,317176,0.1,683288,-0.76746,40.7333,1000
"658",1,18,9,363876,0.1,537165,-0.38949,19.0061,1000
"659",1,19,9,439496,0.1,414653,0.0581863,11.779,1000
"660",1,20,9,459442,0.1,319769,0.362414,18.2213,1000
"661",1,21,9,390461,0.1,242195,0.477585,22.8958,1000
"662",1,22,9,446734,0.1,179382,0.912449,53.2542,1000
"663",1,23,9,488049,0.1,132404,1.30456,96.8081,1000
"664",1,24,9,382157,0.1,134811,1.04196,65.7539,1000
"665",1,25,9,415839,0.1,148064,1.03265,64.8731,1000
"666",1,26,9,383764,0.1,156618,0.896219,51.6346,1000
"667",1,27,9,321241,0.1,155087,0.728206,37.8105,1000
"668",1,28,9,422837,0.1,146187,1.0621,67.9739,1000
"669",1,29,9,513294,0.1,127581,1.3921,108.662,1000
"670",1,30,9,478588,0.1,99682.9,1.56885,134.759,1000
"671",1,31,9,490873,0.1,76439.1,1.85969,184.643,1000
"672",1,32,9,387322,0.1,64559.1,1.79167,171.988,1000
"673",1,33,9,415841,0.1,74029.5,1.72584,160.48,1000
"674",1,34,9,536418,0.1,74488.8,1.97427,206.695,1000
"675",1,35,9,420751,0.1,65963.7,1.85294,183.235,1000
"676",1,36,9,429528,0.1,50236.4,2.14595,241.841,1000
"677",1,37,9,401636,0.1,33467.6,2.48497,320.273,1000
"678",1,38,9,393597,0.1,128305,1.12092,74.3221,1000
"679",1,39,9,353804,0.1,168868,0.739622,38.7449,1000
"680",1,40,9,435855,0.1,174649,0.91453,53.4197,1000
"681",1,41,9,434009,0.1,156289,1.02136,63.7558,1000
"682",1,42,9,380153,0.1,130048,1.07267,68.9959,1000
"683",1,43,9,478513,0.1,105856,1.50861,125.489,1000
"684",1,44,9,418826,0.1,108512,1.35059,102.766,1000
"685",1,45,9,385606,0.1,122514,1.14659,77.2125,1000
"686",1,46,9,350216,0.1,125038,1.02994,64.421,1000
"687",1,47,9,417330,0.1,112641,1.30967,97.3202,1000
"688",1,48,9,558555,0.1,95652.3,1.76463,167.546,1000
"689",1,49,9,426831,0.1,76250.4,1.72237,159.908,1000
"690",1,50,9,365028,0.1,59117.6,1.82045,177.125,1000
"691",1,51,9,361106,0.1,43094,2.12579,237.362,1000
"692",1,52,9,420454,0.1,35440.6,2.47348,317.47,1000
"693",1,53,9,499744,0.1,29269.6,2.83755,414.322,1000
"694",1,54,9,487567,0.1,20710.1,3.15881,510.616,1000
"695",1,55,9,549917,0.1,12781.7,3.76175,719.373,1000
"696",1,56,9,492345,0.1,8584.37,4.04924,831.539,1000
"697",1,57,9,498698,0.1,5898.18,4.43736,996.243,1000
"698",1,58,9,501883,0.1,5651.3,4.48648,1018.17,1000
"699",1,59,9,511496,0.1,17294.5,3.38695,585.334,1000
"700",1,60,9,516479,0.1,24226,3.05961,479.831,1000
"701",1,61,9,445634,0.1,27176.6,2.79714,402.824,1000
"702",1,62,9,424230,0.1,29713,2.65869,365.006,1000
"703",1,63,9,378557,0.1,30306.4,2.52501,330.243,1000
"704",1,64,9,437583,0.1,29258.2,2.70511,377.486,1000
"705",1,65,9,420492,0.1,26640.8,2.75898,392.164,1000
"706",1,66,9,469991,0.1,22344.1,3.04615,475.629,1000
"707",1,67,9,470632,0.1,45804,2.3297,283.054,1000
"708",1,68,9,484311,0.1,108657,1.49453,123.388,1000
"709",1,69,9,518185,0.1,95391.9,1.69234,154.975,1000
"710",1,70,9,498935,0.1,58908.5,2.13649,239.966,1000
"711",1,71,9,430338,0.1,31364.7,2.61889,354.518,1000
"712",1,72,9,394177,0.1,16530.5,3.17159,514.451,1000
"713",1,73,9,449557,0.1,15184.7,3.38797,585.55,1000
"714",1,74,9,384293,0.1,12273.6,3.44396,604.517,1000
"715",1,75,9,533488,0.1,11532.3,3.83428,746.89,1000
"716",1,76,9,433605,0.1,11198.2,3.65638,680.053,1000
"717",1,77,9,404118,0.1,119660,1.21705,85.5867,1000
"718",1,78,9,414514,0.1,176584,0.853313,47.9584,1000
"719",1,79,9,443448,0.1,201811,0.787249,42.6067,1000
"720",1,80,9,377648,0.1,205024,0.610837,30.1142,1000
"721",1,1,10,2273830,0.1,115787000,-3.93029,785.611,1000
"722",1,2,10,2549130,0.1,346264000,-4.91145,1219.49,1000
"723",1,3,10,2622850,0.1,635003000,-5.48937,1520.05,1000
"724",1,4,10,2564700,0.1,1022360000,-5.98802,1806.2,1000
"725",1,5,10,3221330,0.1,1710600000,-6.27481,1982.26,1000
"726",1,6,10,2493920,0.1,2171550000,-6.76934,2304.54,1000
"727",1,7,10,2647150,0.1,2273570000,-6.75562,2295.33,1000
"728",1,8,10,2506850,0.1,2104340000,-6.73273,2279.83,1000
"729",1,9,10,2376010,0.1,1779500000,-6.61867,2203.63,1000
"730",1,10,10,2261110,0.1,1440280000,-6.45674,2097.72,1000
"731",1,11,10,3194710,0.1,1254440000,-5.97295,1797.4,1000
"732",1,12,10,1927970,0.1,1096350000,-6.34327,2024.94,1000
"733",1,13,10,2462030,0.1,953620000,-5.95928,1788.98,1000
"734",1,14,10,2857310,0.1,1059830000,-5.91598,1763.42,1000
"735",1,15,10,2174550,0.1,1144430000,-6.26584,1976.25,1000
"736",1,16,10,2160470,0.1,17143700000,-8.97906,4044.38,1000
"737",1,17,10,1908750,0.1,31162200000,-9.70051,4718.07,1000
"738",1,18,10,1885000,0.1,34442900000,-9.81313,4827.94,1000
"739",1,19,10,2385320,0.1,3.1404e+10,-9.48536,4511.9,1000
"740",1,20,10,1984380,0.1,26013600000,-9.48107,4507.65,1000
"741",1,21,10,1777910,0.1,20781500000,-9.36638,4399.46,1000
"742",1,22,10,2133390,0.1,16243700000,-8.93775,4007.36,1000
"743",1,23,10,1524670,0.1,12427600000,-9.0059,4068.16,1000
"744",1,24,10,1608270,0.1,9364500000,-8.66952,3770.94,1000
"745",1,25,10,1539120,0.1,6987770000,-8.42071,3558.28,1000
"746",1,26,10,1652100,0.1,5204760000,-8.05528,3257.31,1000
"747",1,27,10,1792000,0.1,3873250000,-7.67852,2961,1000
"748",1,28,10,1693830,0.1,2919570000,-7.4522,2789.72,1000
"749",1,29,10,1567790,0.1,2218090000,-7.25473,2644.44,1000
"750",1,30,10,1638580,0.1,1830740000,-7.01864,2475.99,1000
"751",1,31,10,1643440,0.1,1563130000,-6.85766,2364.3,1000
"752",1,32,10,1409180,0.1,1488600000,-6.96258,2436.65,1000
"753",1,33,10,1567080,0.1,1469730000,-6.84362,2354.64,1000
"754",1,34,10,1691070,0.1,1320440000,-6.66036,2230.98,1000
"755",1,35,10,1772780,0.1,1063520000,-6.39679,2058.95,1000
"756",1,36,10,2134740,0.1,790752000,-5.91464,1762.34,1000
"757",1,37,10,1622240,0.1,556167000,-5.83726,1716.6,1000
"758",1,38,10,1606050,0.1,439280000,-5.61136,1587.27,1000
"759",1,39,10,1604100,0.1,340498000,-5.35785,1448.23,1000
"760",1,40,10,1574320,0.1,245456000,-5.0493,1287.66,1000
"761",1,41,10,1848310,0.1,171618000,-4.531,1039.54,1000
"762",1,42,10,1787090,0.1,120583000,-4.21175,899.955,1000
"763",1,43,10,1768470,0.1,182588000,-4.63712,1088.14,1000
"764",1,44,10,1950310,0.1,213858000,-4.69733,1116.34,1000
"765",1,45,10,1949680,0.1,193751000,-4.59891,1070.6,1000
"766",1,46,10,1910490,0.1,158233000,-4.41671,988.446,1000
"767",1,47,10,2232040,0.1,122415000,-4.0045,815.037,1000
"768",1,48,10,2044240,0.1,130053000,-4.15292,875.483,1000
"769",1,49,10,2032360,0.1,135750000,-4.20161,895.819,1000
"770",1,50,10,1853230,0.1,122694000,-4.19276,892.012,1000
"771",1,51,10,2129080,0.1,150641000,-4.25921,920.231,1000
"772",1,52,10,1986930,0.1,169669000,-4.44726,1002.02,1000
"773",1,53,10,2196090,0.1,297775000,-4.90966,1218.46,1000
"774",1,54,10,2086640,0.1,450392000,-5.37456,1457.46,1000
"775",1,55,10,2450870,0.1,468039000,-5.25211,1392.56,1000
"776",1,56,10,2667400,0.1,391770000,-4.98957,1258.2,1000
"777",1,57,10,2257000,0.1,293190000,-4.86679,1197.53,1000
"778",1,58,10,1936670,0.1,332621000,-5.14603,1337.18,1000
"779",1,59,10,2183090,0.1,504751000,-5.44333,1494.7,1000
"780",1,60,10,2521450,0.1,527735000,-5.34376,1441.14,1000
"781",1,61,10,2623600,0.1,441513000,-5.12566,1327.02,1000
"782",1,62,10,2408380,0.1,341288000,-4.95377,1240.3,1000
"783",1,63,10,2300050,0.1,411904000,-5.18786,1358.96,1000
"784",1,64,10,1963260,0.1,438330000,-5.40837,1475.63,1000
"785",1,65,10,2439850,0.1,552568000,-5.42264,1483.57,1000
"786",1,66,10,2042960,0.1,584937000,-5.6571,1613.29,1000
"787",1,67,10,2301370,0.1,486975000,-5.35471,1446.91,1000
"788",1,68,10,2116890,0.1,361874000,-5.14135,1334.85,1000
"789",1,69,10,2351730,0.1,378855000,-5.082,1304.62,1000
"790",1,70,10,2293700,0.1,302911000,-4.88327,1205.58,1000
"791",1,71,10,1912400,0.1,211520000,-4.70596,1120.38,1000
"792",1,72,10,1863050,0.1,160863000,-4.45834,1006.89,1000
"793",1,73,10,2129150,0.1,107288000,-3.9198,781.429,1000
"794",1,74,10,2141670,0.1,147429000,-4.23176,908.584,1000
"795",1,75,10,1894730,0.1,811241000,-6.05949,1848.94,1000
"796",1,76,10,1957050,0.1,1025800000,-6.26179,1973.61,1000
