number,area,year,species,type,InpN,lenbin,obs_value,label,pred_value,nll,pearson,resid,res_abs,prey
2,1,23,2,0,1000,4,0.018750188,survey,0.000368059,-73.7017,0.958157883,1,0.958157883,-99
2,1,23,2,0,1000,5,4.00E-05,survey,3.44E-15,-0.927036,681.6505166,1,681.6505166,-99
2,1,24,2,0,1000,1,0.016530331,survey,0.296979,47.7473,-0.514624566,0,0.514624566,-99
2,1,24,2,0,1000,2,0.80450609,survey,0.594378,-243.534,0.272554119,1,0.272554119,-99
2,1,24,2,0,1000,3,0.128032561,survey,0.107058,-22.9068,0.064103731,1,0.064103731,-99
2,1,24,2,0,1000,4,0.050841017,survey,0.00158467,-176.333,1.23735062,1,1.23735062,-99
2,1,24,2,0,1000,5,9.00E-05,survey,7.97E-15,-2.08336,1008.438247,1,1008.438247,-99
2,1,25,2,0,1000,1,0.018060722,survey,0.194218,42.8985,-0.399719975,0,0.399719975,-99
2,1,25,2,0,1000,2,0.914886595,survey,0.665372,-291.349,0.305888884,1,0.305888884,-99
2,1,25,2,0,1000,3,0.04600184,survey,0.137823,50.4772,-0.24733292,0,0.24733292,-99
2,1,25,2,0,1000,4,0.020980839,survey,0.00258786,-43.9082,0.361561094,1,0.361561094,-99
2,1,25,2,0,1000,5,7.00E-05,survey,2.30E-14,-1.52867,461.7966673,1,461.7966673,-99
2,1,26,2,0,1000,1,0.017829287,survey,0.135711,36.1878,-0.319991847,0,0.319991847,-99
2,1,26,2,0,1000,2,0.87925483,survey,0.687787,-215.941,0.230870707,1,0.230870707,-99
2,1,26,2,0,1000,3,0.073667053,survey,0.171959,62.4476,-0.237031181,0,0.237031181,-99
2,1,26,2,0,1000,4,0.029178833,survey,0.00454333,-54.2663,0.365488983,1,0.365488983,-99
2,1,26,2,0,1000,5,7.00E-05,survey,6.67E-14,-1.45396,271.0487314,1,271.0487314,-99
2,1,27,2,0,1000,1,0.022520901,survey,0.541957,71.6332,-0.705585607,0,0.705585607,-99
2,1,27,2,0,1000,2,0.902936117,survey,0.397856,-740.011,0.800750681,1,0.800750681,-99
2,1,27,2,0,1000,3,0.053172127,survey,0.0589195,5.45743,-0.023677719,0,0.023677719,-99
2,1,27,2,0,1000,4,0.021320853,survey,0.00126736,-60.1834,0.563300361,1,0.563300361,-99
2,1,27,2,0,1000,5,5.00E-05,survey,6.32E-15,-1.13962,628.9231386,1,628.9231386,-99
2,1,28,2,0,1000,1,0.017760533,survey,0.245219,46.6244,-0.459330252,0,0.459330252,-99
2,1,28,2,0,1000,2,0.870976129,survey,0.577797,-357.442,0.385696244,1,0.385696244,-99
2,1,28,2,0,1000,3,0.079772393,survey,0.170568,60.6233,-0.219844729,0,0.219844729,-99
2,1,28,2,0,1000,4,0.031430943,survey,0.006417,-49.9388,0.312259842,1,0.312259842,-99
2,1,28,2,0,1000,5,6.00E-05,survey,1.20E-14,-1.33983,546.9419466,1,546.9419466,-99
2,1,29,2,0,1000,1,0.017100171,survey,0.131564,34.8913,-0.315572925,0,0.315572925,-99
2,1,29,2,0,1000,2,0.915139151,survey,0.604515,-379.463,0.399513702,1,0.399513702,-99
2,1,29,2,0,1000,3,0.047580476,survey,0.251269,79.1788,-0.406347045,0,0.406347045,-99
2,1,29,2,0,1000,4,0.020130201,survey,0.0126521,-9.34838,0.066482912,1,0.066482912,-99
2,1,29,2,0,1000,5,5.00E-05,survey,2.86E-14,-1.06414,295.7574118,1,295.7574118,-99
2,1,30,2,0,1000,1,0.01748035,survey,0.0844979,27.5429,-0.230550247,0,0.230550247,-99
2,1,30,2,0,1000,2,0.875207504,survey,0.580028,-360.047,0.387580322,1,0.387580322,-99
2,1,30,2,0,1000,3,0.076561531,survey,0.315441,108.402,-0.425323867,0,0.425323867,-99
2,1,30,2,0,1000,4,0.030690614,survey,0.0200338,-13.0907,0.075291459,1,0.075291459,-99
2,1,30,2,0,1000,5,6.00E-05,survey,7.22E-14,-1.2323,223.2753689,1,223.2753689,-99
2,1,31,2,0,1000,1,0.021230849,survey,0.135193,39.3035,-0.309944215,0,0.309944215,-99
2,1,31,2,0,1000,2,0.895415817,survey,0.515764,-493.946,0.528639937,1,0.528639937,-99
2,1,31,2,0,1000,3,0.059072363,survey,0.324041,100.547,-0.465472995,0,0.465472995,-99
2,1,31,2,0,1000,4,0.024220969,survey,0.0250028,0.769465,-0.004944458,0,0.004944458,-99
2,1,31,2,0,1000,5,6.00E-05,survey,1.58E-13,-1.18535,150.9481202,1,150.9481202,-99
2,1,32,2,0,1000,1,0.018850189,survey,0.540223,63.2511,-0.709352077,0,0.709352077,-99
2,1,32,2,0,1000,2,0.873688737,survey,0.387162,-711.079,0.781916449,1,0.781916449,-99
2,1,32,2,0,1000,3,0.076830768,survey,0.0699955,-7.15869,0.025835716,1,0.025835716,-99
2,1,32,2,0,1000,4,0.030550306,survey,0.00261941,-75.0446,0.545736648,1,0.545736648,-99
2,1,32,2,0,1000,5,8.00E-05,survey,4.98E-16,-2.06415,3583.504278,1,3583.504278,-99
2,1,33,2,0,1000,1,0.016430329,survey,0.195415,40.6814,-0.40488985,0,0.40488985,-99
2,1,33,2,0,1000,2,0.892527851,survey,0.517627,-486.252,0.521084272,1,0.521084272,-99
2,1,33,2,0,1000,3,0.064211284,survey,0.265314,91.0988,-0.390425209,0,0.390425209,-99
2,1,33,2,0,1000,4,0.026760535,survey,0.0216445,-5.67793,0.034774408,1,0.034774408,-99
2,1,33,2,0,1000,5,7.00E-05,survey,8.87E-16,-1.75642,2349.78657,1,2349.78657,-99
2,1,34,2,0,1000,1,0.01899057,survey,0.0930598,30.1817,-0.242804524,0,0.242804524,-99
2,1,34,2,0,1000,2,0.902737082,survey,0.453322,-621.832,0.667489203,1,0.667489203,-99
2,1,34,2,0,1000,3,0.05566167,survey,0.403365,110.241,-0.547469267,0,0.547469267,-99
2,1,34,2,0,1000,4,0.022560677,survey,0.0502537,18.0683,-0.123533956,0,0.123533956,-99
2,1,34,2,0,1000,5,5.00E-05,survey,2.19E-15,-1.1926,1068.34715,1,1068.34715,-99
2,1,35,2,0,1000,1,0.019360581,survey,0.0549644,20.2017,-0.151864352,0,0.151864352,-99
2,1,35,2,0,1000,2,0.85899577,survey,0.364583,-736.168,0.818825713,1,0.818825713,-99
2,1,35,2,0,1000,3,0.087062612,survey,0.490529,150.519,-0.576069678,0,0.576069678,-99
2,1,35,2,0,1000,4,0.034511035,survey,0.0899237,33.0506,-0.184787228,0,0.184787228,-99
2,1,35,2,0,1000,5,7.00E-05,survey,6.54E-15,-1.61664,865.7554888,1,865.7554888,-99
2,1,36,2,0,1000,1,0.022120442,survey,0.0431295,14.7699,-0.101162455,0,0.101162455,-99
2,1,36,2,0,1000,2,0.912888258,survey,0.30914,-988.492,1.085871136,1,1.085871136,-99
2,1,36,2,0,1000,3,0.045970919,survey,0.529298,112.332,-0.664340919,0,0.664340919,-99
2,1,36,2,0,1000,4,0.018970379,survey,0.118432,34.7435,-0.28901541,0,0.28901541,-99
2,1,36,2,0,1000,5,5.00E-05,survey,2.45E-14,-1.07179,319.2570814,1,319.2570814,-99
2,1,37,2,0,1000,1,0.016080322,survey,0.0878441,27.3039,-0.242130221,0,0.242130221,-99
2,1,37,2,0,1000,2,0.867447349,survey,0.335495,-824.029,0.918395411,1,0.918395411,-99
2,1,37,2,0,1000,3,0.083261665,survey,0.488753,147.362,-0.580011841,0,0.580011841,-99
2,1,37,2,0,1000,4,0.033150663,survey,0.0879076,32.3293,-0.184682581,0,0.184682581,-99
2,1,37,2,0,1000,5,6.00E-05,survey,1.19E-13,-1.20229,173.8734328,1,173.8734328,-99
2,1,38,2,0,1000,1,0.019040571,survey,0.139402,37.9058,-0.322368674,0,0.322368674,-99
2,1,38,2,0,1000,2,0.919237577,survey,0.425663,-707.719,0.756518985,1,0.756518985,-99
2,1,38,2,0,1000,3,0.043411302,survey,0.392019,95.5305,-0.556779728,0,0.556779728,-99
2,1,38,2,0,1000,4,0.018260548,survey,0.0429158,15.6036,-0.119014765,0,0.119014765,-99
2,1,38,2,0,1000,5,5.00E-05,survey,5.95E-13,-0.912341,64.80636169,1,64.80636169,-99
2,1,39,2,0,1000,1,0.01571,survey,0.428728,51.9455,-0.630780204,0,0.630780204,-99
2,1,39,2,0,1000,2,0.85716,survey,0.397071,-659.592,0.73014273,1,0.73014273,-99
2,1,39,2,0,1000,3,0.09078,survey,0.159998,51.447,-0.173046082,0,0.173046082,-99
2,1,39,2,0,1000,4,0.03628,survey,0.0142023,-34.0256,0.18525694,1,0.18525694,-99
2,1,39,2,0,1000,5,7.00E-05,survey,7.94E-13,-1.28061,78.54797761,1,78.54797761,-99
2,1,40,2,0,1000,1,0.022909771,survey,0.524385,71.7227,-0.692507299,0,0.692507299,-99
2,1,40,2,0,1000,2,0.922330777,survey,0.383787,-808.715,0.869312414,1,0.869312414,-99
2,1,40,2,0,1000,3,0.038549615,survey,0.0865778,31.1904,-0.163227341,0,0.163227341,-99
2,1,40,2,0,1000,4,0.016159838,survey,0.00525083,-18.166,0.15054672,1,0.15054672,-99
2,1,40,2,0,1000,5,5.00E-05,survey,2.76E-13,-0.950749,95.18604482,1,95.18604482,-99
2,1,41,2,0,1000,1,0.01668,survey,0.253225,45.3707,-0.470067778,0,0.470067778,-99
2,1,41,2,0,1000,2,0.84997,survey,0.487908,-471.796,0.518339107,1,0.518339107,-99
2,1,41,2,0,1000,3,0.09602,survey,0.236441,86.5278,-0.288782364,0,0.288782364,-99
2,1,41,2,0,1000,4,0.03726,survey,0.022426,-18.9169,0.09905636,1,0.09905636,-99
2,1,41,2,0,1000,5,7.00E-05,survey,5.77E-13,-1.30299,92.16288221,1,92.16288221,-99
2,1,42,2,0,1000,1,0.017980539,survey,0.166166,39.9833,-0.363525191,0,0.363525191,-99
2,1,42,2,0,1000,2,0.842205266,survey,0.489914,-456.301,0.503317408,1,0.503317408,-99
2,1,42,2,0,1000,3,0.09768293,survey,0.309335,112.599,-0.380546725,0,0.380546725,-99
2,1,42,2,0,1000,4,0.04200126,survey,0.0345849,-8.16014,0.039879302,1,0.039879302,-99
2,1,42,2,0,1000,5,0.000130004,survey,1.61E-12,-2.36657,102.3056679,1,102.3056679,-99
2,1,43,2,0,1000,1,0.017670353,survey,0.504766,59.2347,-0.685597462,0,0.685597462,-99
2,1,43,2,0,1000,2,0.893967879,survey,0.399235,-720.645,0.782990459,1,0.782990459,-99
2,1,43,2,0,1000,3,0.061551231,survey,0.091716,24.5483,-0.099604154,0,0.099604154,-99
2,1,43,2,0,1000,4,0.026720534,survey,0.00428273,-48.9211,0.342862518,1,0.342862518,-99
2,1,43,2,0,1000,5,9.00E-05,survey,7.88E-13,-1.66984,101.3781291,1,101.3781291,-99
2,1,44,2,0,1000,1,0.01991,survey,0.338708,56.4233,-0.547775824,0,0.547775824,-99
2,1,44,2,0,1000,2,0.87323,survey,0.477142,-527.767,0.573413432,1,0.573413432,-99
2,1,44,2,0,1000,3,0.07615,survey,0.173423,62.6737,-0.23358178,0,0.23358178,-99
2,1,44,2,0,1000,4,0.03063,survey,0.0107267,-32.1383,0.192172846,1,0.192172846,-99
2,1,44,2,0,1000,5,8.00E-05,survey,1.11E-12,-1.44759,75.99633791,1,75.99633791,-99
2,1,45,2,0,1000,1,0.018639814,survey,0.176081,41.8584,-0.375199375,0,0.375199375,-99
2,1,45,2,0,1000,2,0.901110989,survey,0.486295,-555.816,0.594847425,1,0.594847425,-99
2,1,45,2,0,1000,3,0.056749433,survey,0.30561,95.547,-0.450165602,0,0.450165602,-99
2,1,45,2,0,1000,4,0.023439766,survey,0.0320131,7.30642,-0.047916589,0,0.047916589,-99
2,1,45,2,0,1000,5,6.00E-05,survey,2.29E-12,-1.02481,39.62960006,1,39.62960006,-99
2,1,46,2,0,1000,1,0.016440164,survey,0.0912827,28.1823,-0.247716111,0,0.247716111,-99
2,1,46,2,0,1000,2,0.855778558,survey,0.435109,-578.861,0.637737642,1,0.637737642,-99
2,1,46,2,0,1000,3,0.090820908,survey,0.414497,137.882,-0.502747507,0,0.502747507,-99
2,1,46,2,0,1000,4,0.036880369,survey,0.0591109,17.3978,-0.091435755,0,0.091435755,-99
2,1,46,2,0,1000,5,8.00E-05,survey,5.38E-12,-1.32117,34.48338943,1,34.48338943,-99
2,1,47,2,0,1000,1,0.019590392,survey,0.297664,53.304,-0.509678854,0,0.509678854,-99
2,1,47,2,0,1000,2,0.887657753,survey,0.384397,-742.889,0.81171406,1,0.81171406,-99
2,1,47,2,0,1000,3,0.0650013,survey,0.277408,94.3222,-0.403281891,0,0.403281891,-99
2,1,47,2,0,1000,4,0.027670553,survey,0.0405308,10.5617,-0.063878794,0,0.063878794,-99
2,1,47,2,0,1000,5,8.00E-05,survey,7.09E-12,-1.29909,30.03599498,1,30.03599498,-99
2,1,48,2,0,1000,1,0.022260445,survey,0.142896,41.3889,-0.319128279,0,0.319128279,-99
2,1,48,2,0,1000,2,0.90801816,survey,0.436153,-665.824,0.714493827,1,0.714493827,-99
2,1,48,2,0,1000,3,0.049770995,survey,0.366397,99.3571,-0.523083024,0,0.523083024,-99
2,1,48,2,0,1000,4,0.019900398,survey,0.0545546,20.0688,-0.14836799,0,0.14836799,-99
2,1,48,2,0,1000,5,5.00E-05,survey,1.49E-11,-0.751304,12.9507116,1,12.9507116,-99
2,1,49,2,0,1000,1,0.016960509,survey,0.160199,38.0853,-0.357873744,0,0.357873744,-99
2,1,49,2,0,1000,2,0.882396472,survey,0.419958,-655.168,0.713593734,1,0.713593734,-99
2,1,49,2,0,1000,3,0.071852156,survey,0.36813,117.394,-0.48831332,0,0.48831332,-99
2,1,49,2,0,1000,4,0.028730862,survey,0.0517138,16.8866,-0.101065359,0,0.101065359,-99
2,1,49,2,0,1000,5,6.00E-05,survey,3.14E-11,-0.867896,10.71535329,1,10.71535329,-99
2,1,50,2,0,1000,1,0.019780198,survey,0.427856,60.8064,-0.623867023,0,0.623867023,-99
2,1,50,2,0,1000,2,0.887738877,survey,0.400607,-706.371,0.769639384,1,0.769639384,-99
2,1,50,2,0,1000,3,0.065430654,survey,0.157052,57.29,-0.231193133,0,0.231193133,-99
2,1,50,2,0,1000,4,0.02698027,survey,0.0144855,-16.7806,0.103815336,1,0.103815336,-99
2,1,50,2,0,1000,5,7.00E-05,survey,2.08E-11,-1.05198,15.34106936,1,15.34106936,-99
2,1,51,2,0,1000,1,0.016079839,survey,0.356163,49.8125,-0.56985023,0,0.56985023,-99
2,1,51,2,0,1000,2,0.784652153,survey,0.43432,-464.09,0.531587897,1,0.531587897,-99
2,1,51,2,0,1000,3,0.141498585,survey,0.191698,42.9631,-0.114654173,0,0.114654173,-99
2,1,51,2,0,1000,4,0.057609424,survey,0.0178194,-67.5989,0.298076448,1,0.298076448,-99
2,1,51,2,0,1000,5,0.000159998,survey,2.15E-11,-2.53164,34.51087327,1,34.51087327,-99
2,1,52,2,0,1000,1,0.017809822,survey,0.553583,61.2063,-0.720094669,0,0.720094669,-99
2,1,52,2,0,1000,2,0.942380576,survey,0.369838,-881.45,0.941460323,1,0.941460323,-99
2,1,52,2,0,1000,3,0.02699973,survey,0.0725037,26.6706,-0.16899319,0,0.16899319,-99
2,1,52,2,0,1000,4,0.012749873,survey,0.00407569,-14.541,0.135871379,1,0.135871379,-99
2,1,52,2,0,1000,5,6.00E-05,survey,1.69E-12,-1.04316,46.17811847,1,46.17811847,-99
2,1,53,2,0,1000,1,0.016439671,survey,0.30289,47.8998,-0.520483369,0,0.520483369,-99
2,1,53,2,0,1000,2,0.852432951,survey,0.438638,-566.373,0.62478711,1,0.62478711,-99
2,1,53,2,0,1000,3,0.094298114,survey,0.227704,83.1318,-0.279569417,0,0.279569417,-99
2,1,53,2,0,1000,4,0.036769265,survey,0.0307673,-6.55263,0.034217536,1,0.034217536,-99
2,1,53,2,0,1000,5,6.00E-05,survey,2.94E-12,-1.00983,34.98052923,1,34.98052923,-99
2,1,54,2,0,1000,1,0.019129809,survey,0.212195,46.0313,-0.41911809,0,0.41911809,-99
2,1,54,2,0,1000,2,0.872531275,survey,0.40933,-660.399,0.723990651,1,0.723990651,-99
2,1,54,2,0,1000,3,0.075839242,survey,0.316007,108.234,-0.427234537,0,0.427234537,-99
2,1,54,2,0,1000,4,0.032399676,survey,0.0624685,21.2709,-0.120305617,0,0.120305617,-99
2,1,54,2,0,1000,5,1.00E-04,survey,7.25E-12,-1.64394,37.1360301,1,37.1360301,-99
2,1,55,2,0,1000,1,0.022269777,survey,0.577994,72.5178,-0.730966817,0,0.730966817,-99
2,1,55,2,0,1000,2,0.910540895,survey,0.361418,-841.343,0.913407687,1,0.913407687,-99
2,1,55,2,0,1000,3,0.047879521,survey,0.058278,9.41011,-0.043074227,0,0.043074227,-99
2,1,55,2,0,1000,4,0.019249808,survey,0.00231028,-40.8121,0.352426846,1,0.352426846,-99
2,1,55,2,0,1000,5,6.00E-05,survey,8.39E-14,-1.22324,207.0916952,1,207.0916952,-99
2,1,56,2,0,1000,1,0.016880169,survey,0.389549,52.9843,-0.597093061,0,0.597093061,-99
2,1,56,2,0,1000,2,0.834558346,survey,0.441008,-532.315,0.592621037,1,0.592621037,-99
2,1,56,2,0,1000,3,0.106391064,survey,0.156794,41.2596,-0.127289071,0,0.127289071,-99
2,1,56,2,0,1000,4,0.042080421,survey,0.0126496,-50.5788,0.261676052,1,0.261676052,-99
2,1,56,2,0,1000,5,9.00E-05,survey,1.20E-13,-1.83898,259.466653,1,259.466653,-99
2,1,57,2,0,1000,1,0.01901,survey,0.228474,47.2676,-0.438218795,0,0.438218795,-99
2,1,57,2,0,1000,2,0.93924,survey,0.48776,-615.435,0.646450723,1,0.646450723,-99
2,1,57,2,0,1000,3,0.02894,survey,0.258904,63.4143,-0.451950087,0,0.451950087,-99
2,1,57,2,0,1000,4,0.01276,survey,0.0248619,8.51117,-0.076751417,0,0.076751417,-99
2,1,57,2,0,1000,5,5.00E-05,survey,3.19E-13,-0.943497,88.51998011,1,88.51998011,-99
2,1,58,2,0,1000,1,0.014950598,survey,0.178132,37.0442,-0.386633684,0,0.386633684,-99
2,1,58,2,0,1000,2,0.815062603,survey,0.475754,-438.8,0.491930383,1,0.491930383,-99
2,1,58,2,0,1000,3,0.122184887,survey,0.312543,114.757,-0.340499518,0,0.340499518,-99
2,1,58,2,0,1000,4,0.047731909,survey,0.0335707,-16.7991,0.077289437,1,0.077289437,-99
2,1,58,2,0,1000,5,7.00E-05,survey,9.46E-13,-1.2684,71.96429078,1,71.96429078,-99
2,1,59,2,0,1000,1,0.018680187,survey,0.191205,43.4479,-0.394549905,0,0.394549905,-99
2,1,59,2,0,1000,2,0.892588926,survey,0.457325,-596.902,0.643635817,1,0.643635817,-99
2,1,59,2,0,1000,3,0.060880609,survey,0.316518,100.359,-0.454386239,0,0.454386239,-99
2,1,59,2,0,1000,4,0.027740277,survey,0.034952,6.4105,-0.038574739,0,0.038574739,-99
2,1,59,2,0,1000,5,0.000110001,survey,2.62E-12,-1.93086,67.96928271,1,67.96928271,-99
2,1,60,2,0,1000,1,0.01669,survey,0.546079,58.2139,-0.71638614,0,0.71638614,-99
2,1,60,2,0,1000,2,0.88779,survey,0.376035,-762.658,0.834541542,1,0.834541542,-99
2,1,60,2,0,1000,3,0.06748,survey,0.073984,6.20932,-0.023911765,0,0.023911765,-99
2,1,60,2,0,1000,4,0.02796,survey,0.00390169,-55.0635,0.385157835,1,0.385157835,-99
2,1,60,2,0,1000,5,8.00E-05,survey,3.02E-13,-1.55167,145.644126,1,145.644126,-99
2,1,61,2,0,1000,1,0.021780436,survey,0.34527,60.1862,-0.550529826,0,0.550529826,-99
2,1,61,2,0,1000,2,0.910318206,survey,0.470299,-601.198,0.641629917,1,0.641629917,-99
2,1,61,2,0,1000,3,0.048040961,survey,0.171962,61.2627,-0.298833171,0,0.298833171,-99
2,1,61,2,0,1000,4,0.019810396,survey,0.0124691,-9.1713,0.065743859,1,0.065743859,-99
2,1,61,2,0,1000,5,5.00E-05,survey,4.35E-13,-0.928008,75.80504666,1,75.80504666,-99
2,1,62,2,0,1000,1,0.015610312,survey,0.239492,42.6253,-0.457481005,0,0.457481005,-99
2,1,62,2,0,1000,2,0.823836477,survey,0.57461,-296.812,0.328781663,1,0.328781663,-99
2,1,62,2,0,1000,3,0.114762295,survey,0.17845,50.6611,-0.150763885,0,0.150763885,-99
2,1,62,2,0,1000,4,0.045700914,survey,0.00744787,-82.9101,0.443251237,1,0.443251237,-99
2,1,62,2,0,1000,5,9.00E-05,survey,1.28E-12,-1.62586,79.40081766,1,79.40081766,-99
2,1,63,2,0,1000,1,0.018670187,survey,0.557021,63.3979,-0.721322683,0,0.721322683,-99
2,1,63,2,0,1000,2,0.90896909,survey,0.387948,-773.932,0.836505006,1,0.836505006,-99
2,1,63,2,0,1000,3,0.050120501,survey,0.0539569,3.69668,-0.016515824,0,0.016515824,-99
2,1,63,2,0,1000,4,0.022170222,survey,0.00107412,-67.1148,0.643688587,1,0.643688587,-99
2,1,63,2,0,1000,5,7.00E-05,survey,2.16E-13,-1.37178,150.6276366,1,150.6276366,-99
2,1,64,2,0,1000,1,0.015910159,survey,0.284758,45.8957,-0.503812091,0,0.503812091,-99
2,1,64,2,0,1000,2,0.844918449,survey,0.559382,-348.451,0.381774846,1,0.381774846,-99
2,1,64,2,0,1000,3,0.09898099,survey,0.150636,41.566,-0.133090809,0,0.133090809,-99
2,1,64,2,0,1000,4,0.040100401,survey,0.00522444,-81.7262,0.482509991,1,0.482509991,-99
2,1,64,2,0,1000,5,9.00E-05,survey,4.84E-13,-1.71373,129.3853766,1,129.3853766,-99
2,1,65,2,0,1000,1,0.021690651,survey,0.466378,66.5494,-0.65115705,0,0.65115705,-99
2,1,65,2,0,1000,2,0.899376981,survey,0.4459,-631.01,0.679104348,1,0.679104348,-99
2,1,65,2,0,1000,3,0.055121654,survey,0.0852927,24.0631,-0.103308116,0,0.103308116,-99
2,1,65,2,0,1000,4,0.023740712,survey,0.00242957,-54.1164,0.432356527,1,0.432356527,-99
2,1,65,2,0,1000,5,7.00E-05,survey,5.01E-13,-1.31294,98.9290879,1,98.9290879,-99
2,1,66,2,0,1000,1,0.01989,survey,0.336549,56.2594,-0.545842923,0,0.545842923,-99
2,1,66,2,0,1000,2,0.90927,survey,0.545061,-465.314,0.493319314,1,0.493319314,-99
2,1,66,2,0,1000,3,0.05079,survey,0.115514,41.7336,-0.190435556,0,0.190435556,-99
2,1,66,2,0,1000,4,0.02,survey,0.0028766,-38.7825,0.31926423,1,0.31926423,-99
2,1,66,2,0,1000,5,5.00E-05,survey,1.21E-12,-0.87679,45.42939619,1,45.42939619,-99
2,1,67,2,0,1000,1,0.01657,survey,0.5659,58.5058,-0.730236388,0,0.730236388,-99
2,1,67,2,0,1000,2,0.79582,survey,0.378127,-592.204,0.679263616,1,0.679263616,-99
2,1,67,2,0,1000,3,0.13425,survey,0.0546939,-120.55,0.340176289,1,0.340176289,-99
2,1,67,2,0,1000,4,0.05324,survey,0.00127915,-198.511,1.452832375,1,1.452832375,-99
2,1,67,2,0,1000,5,0.00012,survey,5.98E-13,-2.2941,155.2041353,1,155.2041353,-99
2,1,68,2,0,1000,1,0.01859,survey,0.610208,64.901,-0.757360116,0,0.757360116,-99
2,1,68,2,0,1000,2,0.91332,survey,0.346732,-884.582,0.962211205,1,0.962211205,-99
2,1,68,2,0,1000,3,0.04646,survey,0.0421459,-4.52772,0.021014185,1,0.021014185,-99
2,1,68,2,0,1000,4,0.02153,survey,0.000914428,-68.0112,0.681742912,1,0.681742912,-99
2,1,68,2,0,1000,5,1.00E-04,survey,2.23E-14,-2.22244,669.8493131,1,669.8493131,-99
2,1,69,2,0,1000,1,0.017689823,survey,0.454005,57.4056,-0.647545071,0,0.647545071,-99
2,1,69,2,0,1000,2,0.898241018,survey,0.441272,-638.448,0.687913085,1,0.687913085,-99
2,1,69,2,0,1000,3,0.060069399,survey,0.100924,31.1681,-0.128600821,0,0.128600821,-99
2,1,69,2,0,1000,4,0.023939761,survey,0.003799,-44.0684,0.32676928,1,0.32676928,-99
2,1,69,2,0,1000,5,6.00E-05,survey,5.05E-14,-1.25368,266.8968618,1,266.8968618,-99
2,1,70,2,0,1000,1,0.017920358,survey,0.358829,53.7057,-0.569107413,0,0.569107413,-99
2,1,70,2,0,1000,2,0.878377568,survey,0.487464,-517.242,0.559898714,1,0.559898714,-99
2,1,70,2,0,1000,3,0.073591472,survey,0.146821,50.8284,-0.191113844,0,0.191113844,-99
2,1,70,2,0,1000,4,0.030040601,survey,0.00688661,-44.2489,0.279012148,1,0.279012148,-99
2,1,70,2,0,1000,5,7.00E-05,survey,1.95E-13,-1.37909,158.6905004,1,158.6905004,-99
2,1,71,2,0,1000,1,0.022540225,survey,0.574163,72.9765,-0.727988615,0,0.727988615,-99
2,1,71,2,0,1000,2,0.875488755,survey,0.361656,-774.01,0.854425002,1,0.854425002,-99
2,1,71,2,0,1000,3,0.072460725,survey,0.0617197,-11.6257,0.043234835,1,0.043234835,-99
2,1,71,2,0,1000,4,0.029430294,survey,0.00246116,-73.0281,0.543622073,1,0.543622073,-99
2,1,71,2,0,1000,5,8.00E-05,survey,1.15E-13,-1.62883,235.8869266,1,235.8869266,-99
2,1,72,2,0,1000,1,0.016740502,survey,0.377601,52.1635,-0.587249663,0,0.587249663,-99
2,1,72,2,0,1000,2,0.890836725,survey,0.466276,-576.714,0.621753567,1,0.621753567,-99
2,1,72,2,0,1000,3,0.065361961,survey,0.147382,53.1449,-0.213647468,0,0.213647468,-99
2,1,72,2,0,1000,4,0.02699081,survey,0.0087416,-30.4295,0.19518597,1,0.19518597,-99
2,1,72,2,0,1000,5,7.00E-05,survey,3.40E-13,-1.33995,119.9744762,1,119.9744762,-99
2,1,73,2,0,1000,1,0.020529589,survey,0.569519,68.2183,-0.72746124,0,0.72746124,-99
2,1,73,2,0,1000,2,0.923921522,survey,0.361641,-866.615,0.935005592,1,0.935005592,-99
2,1,73,2,0,1000,3,0.039539209,survey,0.0655528,19.9895,-0.101602567,0,0.101602567,-99
2,1,73,2,0,1000,4,0.015969681,survey,0.00328717,-25.2427,0.221204599,1,0.221204599,-99
2,1,73,2,0,1000,5,4.00E-05,survey,1.40E-13,-0.77884,106.9501146,1,106.9501146,-99
2,1,74,2,0,1000,1,0.015190608,survey,0.410335,50.0727,-0.616859904,0,0.616859904,-99
2,1,74,2,0,1000,2,0.791171647,survey,0.437074,-469.491,0.535606149,1,0.535606149,-99
2,1,74,2,0,1000,3,0.138915557,survey,0.141824,2.87877,-0.007722995,0,0.007722995,-99
2,1,74,2,0,1000,4,0.054612184,survey,0.0107668,-88.6787,0.422552388,1,0.422552388,-99
2,1,74,2,0,1000,5,0.000110004,survey,2.68E-13,-2.18165,212.4504227,1,212.4504227,-99
2,1,75,2,0,1000,1,0.019110382,survey,0.533708,63.6302,-0.704394433,0,0.704394433,-99
2,1,75,2,0,1000,2,0.922318446,survey,0.375295,-829.329,0.892934395,1,0.892934395,-99
2,1,75,2,0,1000,3,0.039840797,survey,0.0848826,30.1347,-0.154598911,0,0.154598911,-99
2,1,75,2,0,1000,4,0.018660373,survey,0.00611497,-20.8187,0.160430693,1,0.160430693,-99
2,1,75,2,0,1000,5,7.00E-05,survey,1.36E-13,-1.40438,190.1110273,1,190.1110273,-99
2,1,76,2,0,1000,1,0.01644,survey,0.607696,59.3477,-0.758459459,0,0.758459459,-99
2,1,76,2,0,1000,2,0.88401,survey,0.351986,-814.065,0.896744102,1,0.896744102,-99
2,1,76,2,0,1000,3,0.07111,survey,0.0392777,-42.2088,0.160618289,1,0.160618289,-99
2,1,76,2,0,1000,4,0.02838,survey,0.0010404,-93.8267,0.847602023,1,0.847602023,-99
